date,player_team,opponent,map,kd,plus_minus,rating,source_url
18/08/21,Vitality,HEROIC,vtg,14 - 20,-6,0.90,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5554
17/08/21,Vitality,Bad News Bears,ovp,22 - 12,+10,1.54,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5554
17/08/21,Vitality,Bad News Bears,inf,23 - 16,+7,1.48,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5554
16/08/21,Vitality,ENCE,ovp,22 - 15,+7,1.40,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5554
16/08/21,Vitality,ENCE,mrg,26 - 21,+5,1.37,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5554
11/07/21,Vitality,FaZe,d2,22 - 17,+5,1.20,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5469
11/07/21,Vitality,FaZe,mrg,17 - 19,-2,0.91,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5469
10/07/21,Vitality,Natus Vincere,mrg,24 - 18,+6,1.27,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5469
10/07/21,Vitality,Natus Vincere,nuke,13 - 15,-2,0.91,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5469
10/07/21,Vitality,Natus Vincere,ovp,22 - 17,+5,1.20,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5469
08/07/21,Vitality,FURIA,nuke,18 - 18,0,0.96,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5469
08/07/21,Vitality,FURIA,ovp,26 - 15,+11,1.43,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5469
06/07/21,Vitality,Spirit,nuke,22 - 17,+5,1.37,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5898
06/07/21,Vitality,Spirit,mrg,25 - 18,+7,1.26,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5898
06/07/21,Vitality,Spirit,d2,21 - 17,+4,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5898
06/07/21,Vitality,Renegades,ovp,22 - 9,+13,1.79,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5898
12/06/21,Vitality,OG,ovp,11 - 17,-6,0.71,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
12/06/21,Vitality,OG,mrg,22 - 15,+7,1.38,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
12/06/21,Vitality,OG,d2,19 - 20,-1,1.03,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
11/06/21,Vitality,Virtus.pro,vtg,18 - 8,+10,1.56,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
11/06/21,Vitality,Virtus.pro,inf,28 - 13,+15,1.96,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
06/06/21,Vitality,G2,inf,12 - 17,-5,0.92,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
06/06/21,Vitality,G2,vtg,25 - 18,+7,1.43,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
03/06/21,Vitality,Gambit,ovp,26 - 11,+15,1.85,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
03/06/21,Vitality,Gambit,d2,24 - 16,+8,1.47,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
03/06/21,Vitality,Complexity,vtg,21 - 13,+8,1.63,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5219
28/05/21,Vitality,DBL PONEY,nuke,19 - 8,+11,1.66,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
28/05/21,Vitality,DBL PONEY,vtg,22 - 17,+5,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
25/05/21,Vitality,HEROIC,ovp,9 - 20,-11,0.60,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
25/05/21,Vitality,HEROIC,nuke,12 - 17,-5,0.95,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
21/05/21,Vitality,FunPlus Phoenix,vtg,30 - 15,+15,1.90,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
21/05/21,Vitality,FunPlus Phoenix,inf,13 - 17,-4,0.94,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
21/05/21,Vitality,FunPlus Phoenix,d2,17 - 22,-5,0.92,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
15/05/21,Vitality,OG,inf,22 - 17,+5,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
15/05/21,Vitality,OG,d2,26 - 11,+15,1.81,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
10/05/21,Vitality,DBL PONEY,inf,9 - 17,-8,0.71,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
10/05/21,Vitality,DBL PONEY,nuke,23 - 15,+8,1.54,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5864
02/05/21,Vitality,FURIA,nuke,25 - 20,+5,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
02/05/21,Vitality,FURIA,vtg,33 - 14,+19,1.98,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
01/05/21,Vitality,BIG,nuke,26 - 13,+13,1.96,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
01/05/21,Vitality,BIG,mrg,27 - 14,+13,1.55,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
30/04/21,Vitality,Extra Salt,nuke,26 - 11,+15,1.66,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
30/04/21,Vitality,Extra Salt,d2,17 - 15,+2,1.22,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
30/04/21,Vitality,Extra Salt,ovp,25 - 7,+18,1.80,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
29/04/21,Vitality,Complexity,nuke,22 - 16,+6,1.35,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5728
15/04/21,Vitality,9z,inf,13 - 20,-7,0.57,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5603
15/04/21,Vitality,9z,ovp,15 - 18,-3,0.75,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5603
15/04/21,Vitality,9z,nuke,18 - 15,+3,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5603
18/03/21,Vitality,Ninjas in Pyjamas,nuke,15 - 17,-2,1.09,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
18/03/21,Vitality,Ninjas in Pyjamas,inf,20 - 22,-2,1.09,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
17/03/21,Vitality,ENCE,d2,23 - 16,+7,1.49,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
17/03/21,Vitality,ENCE,nuke,17 - 15,+2,1.04,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
15/03/21,Vitality,MOUZ,d2,29 - 15,+14,1.40,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
15/03/21,Vitality,MOUZ,mrg,23 - 17,+6,1.24,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
14/03/21,Vitality,G2,vtg,14 - 19,-5,0.78,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
14/03/21,Vitality,G2,mrg,28 - 18,+10,1.48,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
13/03/21,Vitality,FaZe,ovp,27 - 16,+11,1.55,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
13/03/21,Vitality,FaZe,d2,26 - 13,+13,1.81,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
13/03/21,Vitality,FaZe,mrg,19 - 17,+2,1.20,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5553
21/02/21,Vitality,Virtus.pro,ovp,16 - 18,-2,0.91,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5552
21/02/21,Vitality,Virtus.pro,inf,26 - 20,+6,1.18,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5552
20/02/21,Vitality,Liquid,mrg,12 - 18,-6,0.89,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5552
20/02/21,Vitality,Liquid,vtg,21 - 17,+4,1.27,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5552
20/02/21,Vitality,Liquid,nuke,23 - 23,0,1.08,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5552
18/02/21,Vitality,OG,nuke,28 - 20,+8,1.24,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5552
18/02/21,Vitality,OG,d2,21 - 12,+9,1.29,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5552
09/02/21,Vitality,Evil Geniuses,inf,29 - 22,+7,1.33,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5602
09/02/21,Vitality,Evil Geniuses,vtg,26 - 11,+15,1.79,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5602
09/02/21,Vitality,Evil Geniuses,nuke,12 - 18,-6,0.73,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5602
08/02/21,Vitality,Complexity,ovp,2 - 17,-15,0.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5602
08/02/21,Vitality,Complexity,mrg,23 - 18,+5,1.35,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5602
24/01/21,Vitality,Natus Vincere,d2,18 - 18,0,0.95,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
24/01/21,Vitality,Natus Vincere,ovp,28 - 18,+10,1.60,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
24/01/21,Vitality,Natus Vincere,nuke,28 - 20,+8,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
23/01/21,Vitality,Astralis,inf,21 - 17,+4,1.30,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
23/01/21,Vitality,Astralis,ovp,24 - 14,+10,1.40,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
23/01/21,Vitality,Astralis,d2,36 - 18,+18,1.70,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
21/01/21,Vitality,Liquid,vtg,13 - 12,+1,1.09,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
21/01/21,Vitality,Liquid,nuke,27 - 15,+12,1.52,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
20/01/21,Vitality,Complexity,d2,29 - 14,+15,1.84,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
20/01/21,Vitality,Complexity,mrg,17 - 13,+4,1.18,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5206
18/12/20,Vitality,Astralis,inf,10 - 16,-6,0.73,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
18/12/20,Vitality,Astralis,d2,41 - 26,+15,1.62,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
18/12/20,Vitality,Astralis,nuke,20 - 4,+16,1.87,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
16/12/20,Vitality,Complexity,d2,18 - 8,+10,1.84,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
16/12/20,Vitality,Complexity,nuke,20 - 16,+4,1.26,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
15/12/20,Vitality,BIG,nuke,29 - 20,+9,1.57,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
15/12/20,Vitality,BIG,inf,15 - 13,+2,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
15/12/20,Vitality,BIG,vtg,28 - 22,+6,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5528
13/12/20,Vitality,Astralis,inf,23 - 10,+13,1.59,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
13/12/20,Vitality,Astralis,d2,21 - 20,+1,1.06,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
13/12/20,Vitality,Astralis,vtg,14 - 12,+2,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
12/12/20,Vitality,BIG,d2,24 - 8,+16,2.01,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
12/12/20,Vitality,BIG,inf,15 - 10,+5,1.56,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
12/12/20,Vitality,BIG,vtg,14 - 18,-4,0.90,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
10/12/20,Vitality,Natus Vincere,d2,38 - 23,+15,1.66,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
10/12/20,Vitality,Natus Vincere,nuke,25 - 25,0,1.15,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
08/12/20,Vitality,MOUZ,d2,26 - 11,+15,1.87,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
08/12/20,Vitality,MOUZ,inf,14 - 13,+1,1.01,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5209
22/11/20,Vitality,Natus Vincere,mrg,19 - 13,+6,1.45,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
22/11/20,Vitality,Natus Vincere,inf,21 - 17,+4,1.42,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
22/11/20,Vitality,Natus Vincere,ovp,20 - 9,+11,1.51,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
22/11/20,Vitality,Natus Vincere,d2,13 - 17,-4,0.85,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
22/11/20,Vitality,Natus Vincere,nuke,15 - 15,0,1.06,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
21/11/20,Vitality,Complexity,mrg,23 - 9,+14,1.52,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
21/11/20,Vitality,Complexity,vtg,22 - 14,+8,1.37,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
20/11/20,Vitality,HEROIC,inf,27 - 17,+10,1.54,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
20/11/20,Vitality,HEROIC,nuke,26 - 19,+7,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
20/11/20,Vitality,HEROIC,ovp,22 - 9,+13,1.70,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
12/11/20,Vitality,MAD Lions,inf,13 - 14,-1,1.06,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
12/11/20,Vitality,MAD Lions,nuke,15 - 10,+5,1.24,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
08/11/20,Vitality,FaZe,mrg,25 - 25,0,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
08/11/20,Vitality,FaZe,ovp,15 - 20,-5,0.96,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
06/11/20,Vitality,Spirit,nuke,29 - 10,+19,1.76,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
06/11/20,Vitality,Spirit,inf,24 - 16,+8,1.48,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5524
31/10/20,Vitality,BIG,inf,19 - 12,+7,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
31/10/20,Vitality,BIG,nuke,27 - 19,+8,1.46,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
31/10/20,Vitality,BIG,d2,22 - 20,+2,1.42,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
30/10/20,Vitality,BIG,ovp,19 - 18,+1,1.10,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
30/10/20,Vitality,BIG,d2,29 - 13,+16,1.69,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
29/10/20,Vitality,Complexity,vtg,26 - 22,+4,1.15,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
29/10/20,Vitality,Complexity,d2,17 - 22,-5,0.80,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
29/10/20,Vitality,Complexity,nuke,22 - 20,+2,1.06,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5207
25/10/20,Vitality,HEROIC,mrg,14 - 19,-5,0.87,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
25/10/20,Vitality,HEROIC,vtg,26 - 15,+11,1.64,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
25/10/20,Vitality,HEROIC,inf,28 - 17,+11,1.62,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
25/10/20,Vitality,HEROIC,nuke,32 - 32,0,1.05,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
25/10/20,Vitality,HEROIC,ovp,27 - 24,+3,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
23/10/20,Vitality,Astralis,ovp,21 - 16,+5,1.14,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
23/10/20,Vitality,Astralis,d2,25 - 13,+12,1.63,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
23/10/20,Vitality,Astralis,nuke,11 - 16,-5,0.73,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
22/10/20,Vitality,BIG,d2,18 - 15,+3,1.29,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
22/10/20,Vitality,BIG,inf,22 - 10,+12,1.56,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
20/10/20,Vitality,Ninjas in Pyjamas,nuke,16 - 13,+3,1.43,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
20/10/20,Vitality,Ninjas in Pyjamas,mrg,20 - 18,+2,1.33,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
16/10/20,Vitality,fnatic,mrg,39 - 12,+27,2.36,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
16/10/20,Vitality,fnatic,nuke,30 - 11,+19,2.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
16/10/20,Vitality,fnatic,inf,10 - 17,-7,0.74,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
15/10/20,Vitality,MOUZ,d2,22 - 17,+5,1.29,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
15/10/20,Vitality,MOUZ,nuke,13 - 10,+3,1.15,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5506
10/10/20,Vitality,FaZe,inf,24 - 22,+2,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5463
10/10/20,Vitality,FaZe,mrg,20 - 20,0,1.13,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5463
08/10/20,Vitality,Complexity,d2,30 - 25,+5,1.49,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5463
08/10/20,Vitality,Complexity,mrg,31 - 9,+22,2.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5463
06/10/20,Vitality,fnatic,ovp,32 - 24,+8,1.31,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5463
06/10/20,Vitality,fnatic,vtg,29 - 24,+5,1.15,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5463
06/10/20,Vitality,fnatic,inf,23 - 17,+6,1.23,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5463
19/09/20,Vitality,MOUZ,vtg,16 - 18,-2,1.00,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
19/09/20,Vitality,MOUZ,nuke,25 - 18,+7,1.31,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
17/09/20,Vitality,Complexity,vtg,22 - 18,+4,1.13,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
17/09/20,Vitality,Complexity,nuke,21 - 18,+3,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
15/09/20,Vitality,fnatic,d2,16 - 13,+3,1.22,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
15/09/20,Vitality,fnatic,inf,22 - 17,+5,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
12/09/20,Vitality,FaZe,ovp,21 - 15,+6,1.40,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
12/09/20,Vitality,FaZe,d2,14 - 18,-4,1.05,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
09/09/20,Vitality,Astralis,d2,20 - 18,+2,1.09,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
09/09/20,Vitality,Astralis,vtg,16 - 13,+3,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
09/09/20,Vitality,Astralis,nuke,15 - 18,-3,0.85,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
06/09/20,Vitality,Spirit,d2,22 - 20,+2,1.06,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
06/09/20,Vitality,Spirit,inf,35 - 23,+12,1.67,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
06/09/20,Vitality,Spirit,mrg,24 - 19,+5,1.34,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
02/09/20,Vitality,Ninjas in Pyjamas,inf,28 - 14,+14,1.53,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
02/09/20,Vitality,Ninjas in Pyjamas,d2,15 - 10,+5,1.48,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
02/09/20,Vitality,Ninjas in Pyjamas,mrg,10 - 14,-4,0.74,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5372
30/08/20,Vitality,HEROIC,nuke,19 - 18,+1,1.13,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
30/08/20,Vitality,HEROIC,inf,23 - 15,+8,1.26,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
30/08/20,Vitality,HEROIC,mrg,14 - 17,-3,0.93,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
29/08/20,Vitality,Ninjas in Pyjamas,ovp,34 - 14,+20,1.92,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
29/08/20,Vitality,Ninjas in Pyjamas,d2,24 - 12,+12,1.53,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
27/08/20,Vitality,Sprout,mrg,26 - 13,+13,1.49,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
27/08/20,Vitality,Sprout,vtg,26 - 10,+16,1.86,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
26/08/20,Vitality,FaZe,nuke,22 - 22,0,1.07,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
26/08/20,Vitality,FaZe,d2,27 - 20,+7,1.33,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
22/08/20,Vitality,Astralis,d2,14 - 19,-5,0.85,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
22/08/20,Vitality,Astralis,nuke,9 - 20,-11,0.63,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
18/08/20,Vitality,Heretics,ovp,24 - 13,+11,1.60,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
18/08/20,Vitality,Heretics,d2,27 - 17,+10,1.43,https://www.hltv.org/stats/players/matches/11893/zywoo?event=4939
05/07/20,Vitality,BIG,ovp,22 - 20,+2,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
05/07/20,Vitality,BIG,d2,17 - 18,-1,1.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
05/07/20,Vitality,BIG,inf,23 - 19,+4,1.40,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
05/07/20,Vitality,BIG,mrg,17 - 15,+2,1.08,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
03/07/20,Vitality,BIG,d2,24 - 13,+11,1.50,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
03/07/20,Vitality,BIG,inf,27 - 18,+9,1.46,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
03/07/20,Vitality,BIG,mrg,23 - 18,+5,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
01/07/20,Vitality,OG,ovp,43 - 39,+4,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
01/07/20,Vitality,OG,mrg,12 - 15,-3,0.98,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
29/06/20,Vitality,HEROIC,inf,27 - 11,+16,2.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
29/06/20,Vitality,HEROIC,mrg,17 - 20,-3,1.10,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
29/06/20,Vitality,HEROIC,d2,16 - 7,+9,1.65,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
27/06/20,Vitality,North,nuke,26 - 12,+14,1.78,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
27/06/20,Vitality,North,ovp,18 - 11,+7,1.36,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
24/06/20,Vitality,FATE,nuke,16 - 13,+3,1.49,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
24/06/20,Vitality,FATE,ovp,22 - 6,+16,2.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5338
21/06/20,Vitality,Complexity,nuke,26 - 21,+5,1.26,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
21/06/20,Vitality,Complexity,mrg,34 - 21,+13,1.58,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
21/06/20,Vitality,Complexity,vtg,20 - 9,+11,2.01,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
21/06/20,Vitality,FaZe,d2,23 - 22,+1,1.26,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
21/06/20,Vitality,FaZe,nuke,21 - 19,+2,1.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
20/06/20,Vitality,Natus Vincere,nuke,24 - 17,+7,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
20/06/20,Vitality,Natus Vincere,ovp,15 - 9,+6,1.24,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
20/06/20,Vitality,Natus Vincere,inf,15 - 13,+2,1.34,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
19/06/20,Vitality,Ninjas in Pyjamas,d2,19 - 22,-3,1.07,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
19/06/20,Vitality,Ninjas in Pyjamas,mrg,21 - 10,+11,1.63,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
18/06/20,Vitality,FaZe,d2,17 - 18,-1,0.93,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
18/06/20,Vitality,FaZe,nuke,17 - 20,-3,0.89,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
15/06/20,Vitality,G2,mrg,40 - 24,+16,1.54,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
15/06/20,Vitality,G2,inf,24 - 10,+14,2.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5202
07/06/20,Vitality,Ninjas in Pyjamas,vtg,36 - 17,+19,1.94,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
07/06/20,Vitality,Ninjas in Pyjamas,ovp,21 - 20,+1,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
07/06/20,Vitality,Ninjas in Pyjamas,nuke,13 - 18,-5,0.77,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
06/06/20,Vitality,fnatic,inf,26 - 16,+10,1.57,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
06/06/20,Vitality,fnatic,nuke,31 - 11,+20,1.85,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
05/06/20,Vitality,Dignitas,vtg,34 - 13,+21,1.93,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
05/06/20,Vitality,Dignitas,d2,21 - 16,+5,1.45,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
05/06/20,Vitality,Dignitas,nuke,22 - 10,+12,1.65,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
04/06/20,Vitality,SAW,d2,20 - 22,-2,0.98,https://www.hltv.org/stats/players/matches/11893/zywoo?event=5205
