date,player_team,opponent,map,kd,plus_minus,rating,source_url
10/05/24,Vitality,FaZe,nuke,24 - 6,+18,2.69,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7440
28/04/24,Vitality,The MongolZ,nuke,18 - 11,+7,1.62,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7440
28/04/24,Vitality,The MongolZ,mrg,30 - 12,+18,2.03,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7440
25/04/24,Vitality,BetBoom,anb,28 - 12,+16,2.09,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7440
25/04/24,Vitality,BetBoom,mrg,22 - 6,+16,2.22,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7440
23/04/24,Vitality,Sharks,mrg,12 - 8,+4,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7440
23/04/24,Vitality,Sharks,vtg,16 - 12,+4,1.33,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7440
30/03/24,Vitality,FaZe,inf,16 - 15,+1,1.05,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
30/03/24,Vitality,FaZe,vtg,14 - 9,+5,1.69,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
30/03/24,Vitality,FaZe,nuke,8 - 16,-8,0.82,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
28/03/24,Vitality,Cloud9,anb,10 - 8,+2,1.53,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
28/03/24,Vitality,Cloud9,inf,16 - 7,+9,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
23/03/24,Vitality,Complexity,anb,8 - 17,-9,0.60,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
23/03/24,Vitality,Complexity,vtg,16 - 13,+3,1.06,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
23/03/24,Vitality,Complexity,inf,26 - 22,+4,1.14,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
22/03/24,Vitality,Imperial,ovp,14 - 13,+1,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
21/03/24,Vitality,The MongolZ,nuke,17 - 14,+3,1.14,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
21/03/24,Vitality,Eternal Fire,inf,17 - 15,+2,1.34,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7148
21/02/24,Vitality,ENCE,nuke,12 - 10,+2,1.36,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7577
21/02/24,Vitality,ENCE,vtg,22 - 10,+12,1.70,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7577
20/02/24,Vitality,Cloud9,anb,13 - 15,-2,1.00,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7577
20/02/24,Vitality,Cloud9,inf,14 - 12,+2,1.16,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7577
20/02/24,Vitality,Cloud9,ovp,19 - 13,+6,1.50,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7577
19/02/24,Vitality,HEROIC,ovp,25 - 6,+19,2.18,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7577
19/02/24,Vitality,GamerLegion,nuke,24 - 4,+20,3.08,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7577
05/02/24,Vitality,HEROIC,vtg,21 - 16,+5,1.20,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7435
05/02/24,Vitality,HEROIC,anb,19 - 14,+5,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7435
05/02/24,Vitality,HEROIC,mrg,20 - 20,0,1.07,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7435
03/02/24,Vitality,ENCE,nuke,19 - 14,+5,1.47,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7435
03/02/24,Vitality,ENCE,anb,13 - 9,+4,1.63,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7435
03/02/24,Vitality,ENCE,vtg,13 - 14,-1,1.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7435
27/01/24,Vitality,Astralis,nuke,22 - 7,+15,2.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
27/01/24,Vitality,Astralis,mrg,30 - 18,+12,1.71,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
27/01/24,Vitality,Astralis,inf,13 - 14,-1,0.98,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
26/01/24,Vitality,Falcons,anb,19 - 12,+7,1.27,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
26/01/24,Vitality,Falcons,vtg,24 - 11,+13,2.07,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
26/01/24,Vitality,Falcons,nuke,31 - 25,+6,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
23/01/24,Vitality,Astralis,ovp,17 - 13,+4,1.78,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
23/01/24,Vitality,Astralis,vtg,23 - 8,+15,2.18,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
23/01/24,Vitality,Astralis,mrg,17 - 13,+4,1.08,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
22/01/24,Vitality,OG,inf,16 - 12,+4,1.10,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
22/01/24,Vitality,OG,mrg,17 - 4,+13,2.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7552
17/12/23,Vitality,FaZe,nuke,21 - 10,+11,2.20,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
17/12/23,Vitality,FaZe,inf,17 - 9,+8,1.67,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
16/12/23,Vitality,Natus Vincere,inf,18 - 12,+6,1.38,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
16/12/23,Vitality,Natus Vincere,anb,17 - 6,+11,1.53,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
14/12/23,Vitality,Cloud9,inf,20 - 8,+12,1.64,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
14/12/23,Vitality,Cloud9,anb,18 - 13,+5,0.93,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
13/12/23,Vitality,Natus Vincere,ovp,14 - 10,+4,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
13/12/23,Vitality,Natus Vincere,anb,14 - 16,-2,0.89,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6976
26/11/23,Vitality,FaZe,nuke,21 - 13,+8,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
26/11/23,Vitality,FaZe,vtg,10 - 8,+2,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
25/11/23,Vitality,Cloud9,inf,21 - 15,+6,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
25/11/23,Vitality,Cloud9,nuke,15 - 13,+2,1.16,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
25/11/23,Vitality,Cloud9,mrg,26 - 14,+12,1.43,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
23/11/23,Vitality,Complexity,inf,24 - 10,+14,2.44,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
23/11/23,Vitality,Complexity,nuke,24 - 21,+3,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
23/11/23,Vitality,Complexity,anb,14 - 5,+9,2.01,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
22/11/23,Vitality,HEROIC,inf,15 - 10,+5,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
22/11/23,Vitality,HEROIC,nuke,10 - 11,-1,0.96,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6975
16/10/23,Vitality,FaZe,nuke,18 - 18,0,1.17,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6865
16/10/23,Vitality,FaZe,inf,20 - 15,+5,1.18,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6865
16/10/23,Vitality,FaZe,ovp,21 - 21,0,0.96,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6865
16/10/23,Vitality,BetBoom,mrg,22 - 22,0,0.98,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6865
28/09/23,Vitality,Monte,nuke,27 - 24,+3,1.24,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
28/09/23,Vitality,Monte,anb,19 - 18,+1,1.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
03/09/23,Vitality,Movistar Riders,inf,25 - 12,+13,1.54,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
03/09/23,Vitality,Movistar Riders,ovp,23 - 17,+6,1.29,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
31/08/23,Vitality,Ninjas in Pyjamas,nuke,21 - 14,+7,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
31/08/23,Vitality,Ninjas in Pyjamas,mrg,14 - 7,+7,1.47,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
30/08/23,Vitality,ORKS,nuke,12 - 12,0,1.08,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
30/08/23,Vitality,ORKS,mrg,28 - 12,+16,1.70,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6863
20/08/23,Vitality,ENCE,nuke,22 - 13,+9,1.56,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
20/08/23,Vitality,ENCE,mrg,28 - 17,+11,1.35,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
20/08/23,Vitality,ENCE,anb,16 - 14,+2,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
19/08/23,Vitality,G2,mrg,26 - 19,+7,1.25,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
19/08/23,Vitality,G2,anb,18 - 19,-1,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
19/08/23,Vitality,G2,inf,15 - 13,+2,1.00,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
17/08/23,Vitality,Natus Vincere,nuke,20 - 16,+4,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
17/08/23,Vitality,Natus Vincere,mrg,9 - 8,+1,0.98,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
16/08/23,Vitality,MIBR,inf,21 - 11,+10,1.50,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
16/08/23,Vitality,MIBR,anb,21 - 10,+11,1.58,https://www.hltv.org/stats/players/matches/11893/zywoo?event=7128
05/08/23,Vitality,ENCE,vtg,11 - 19,-8,0.61,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
05/08/23,Vitality,ENCE,nuke,24 - 16,+8,1.29,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
05/08/23,Vitality,ENCE,mrg,23 - 21,+2,1.13,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
04/08/23,Vitality,Cloud9,inf,35 - 20,+15,1.60,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
04/08/23,Vitality,Cloud9,mrg,21 - 15,+6,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
01/08/23,Vitality,G2,mrg,16 - 16,0,1.03,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
01/08/23,Vitality,G2,vtg,16 - 17,-1,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
01/08/23,Vitality,G2,inf,22 - 19,+3,1.16,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
31/07/23,Vitality,MOUZ,mrg,16 - 11,+5,1.52,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
31/07/23,Vitality,MOUZ,inf,22 - 10,+12,1.90,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
30/07/23,Vitality,OG,anb,22 - 17,+5,1.23,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
30/07/23,Vitality,OG,mrg,17 - 8,+9,1.36,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6811
23/07/23,Vitality,BIG,inf,21 - 15,+6,1.34,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
23/07/23,Vitality,BIG,anb,24 - 18,+6,1.34,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
19/07/23,Vitality,Ninjas in Pyjamas,ovp,20 - 17,+3,1.05,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
19/07/23,Vitality,Ninjas in Pyjamas,mrg,30 - 16,+14,1.55,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
15/07/23,Vitality,Complexity,vtg,20 - 8,+12,1.57,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
15/07/23,Vitality,Complexity,inf,16 - 6,+10,1.65,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
13/07/23,Vitality,Evil Geniuses,vtg,14 - 4,+10,1.66,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
13/07/23,Vitality,Evil Geniuses,ovp,15 - 11,+4,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6973
11/06/23,Vitality,HEROIC,inf,21 - 15,+6,1.42,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
11/06/23,Vitality,HEROIC,mrg,21 - 15,+6,1.30,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
11/06/23,Vitality,HEROIC,vtg,10 - 20,-10,0.66,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
11/06/23,Vitality,G2,nuke,16 - 18,-2,1.04,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
11/06/23,Vitality,G2,inf,23 - 16,+7,1.46,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
11/06/23,Vitality,G2,anb,18 - 14,+4,1.05,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
09/06/23,Vitality,FaZe,mrg,14 - 8,+6,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
09/06/23,Vitality,FaZe,anb,34 - 27,+7,1.36,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
08/06/23,Vitality,Cloud9,anb,27 - 21,+6,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
08/06/23,Vitality,Cloud9,ovp,27 - 14,+13,1.45,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
07/06/23,Vitality,Imperial,vtg,22 - 22,0,1.07,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
07/06/23,Vitality,Imperial,ovp,13 - 16,-3,0.78,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6972
21/05/23,Vitality,GamerLegion,nuke,29 - 15,+14,1.60,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
21/05/23,Vitality,GamerLegion,ovp,19 - 13,+6,1.47,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
20/05/23,Vitality,Apeks,vtg,23 - 16,+7,1.22,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
20/05/23,Vitality,Apeks,mrg,27 - 20,+7,1.29,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
18/05/23,Vitality,Into the Breach,anb,26 - 12,+14,1.70,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
18/05/23,Vitality,Into the Breach,vtg,20 - 14,+6,1.20,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
14/05/23,Vitality,Monte,nuke,24 - 20,+4,1.26,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
14/05/23,Vitality,Monte,anb,20 - 12,+8,1.33,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
13/05/23,Vitality,ENCE,vtg,28 - 16,+12,1.33,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
13/05/23,Vitality,G2,nuke,30 - 16,+14,1.60,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6793
23/04/23,Vitality,HEROIC,inf,23 - 17,+6,1.38,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
23/04/23,Vitality,HEROIC,vtg,15 - 14,+1,1.13,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
22/04/23,Vitality,Cloud9,ovp,31 - 11,+20,1.96,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
22/04/23,Vitality,Cloud9,vtg,24 - 21,+3,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
22/04/23,Vitality,Cloud9,inf,12 - 14,-2,1.04,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
21/04/23,Vitality,BIG,mrg,25 - 15,+10,1.46,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
21/04/23,Vitality,BIG,nuke,17 - 16,+1,1.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
20/04/23,Vitality,OG,ovp,21 - 12,+9,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
20/04/23,Vitality,OG,inf,33 - 12,+21,2.31,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
20/04/23,Vitality,OG,mrg,18 - 18,0,1.02,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
19/04/23,Vitality,FaZe,ovp,16 - 14,+2,1.10,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
19/04/23,Vitality,FaZe,anb,27 - 21,+6,1.30,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
18/04/23,Vitality,MIBR,nuke,22 - 11,+11,1.57,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
18/04/23,Vitality,MIBR,anb,30 - 11,+19,1.65,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
17/04/23,Vitality,OG,ovp,23 - 21,+2,1.01,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6864
15/04/23,Vitality,Monte,mrg,20 - 8,+12,1.56,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
15/04/23,Vitality,Monte,nuke,19 - 17,+2,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
14/04/23,Vitality,G2,anb,20 - 9,+11,1.48,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
14/04/23,Vitality,G2,mrg,26 - 15,+11,1.59,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
13/04/23,Vitality,BIG,ovp,20 - 10,+10,1.42,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
13/04/23,Vitality,BIG,nuke,22 - 10,+12,1.49,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
13/04/23,Vitality,BIG,mrg,20 - 15,+5,1.23,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
12/04/23,Vitality,9INE,anb,18 - 21,-3,0.94,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
12/04/23,Vitality,9INE,vtg,27 - 22,+5,1.37,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
11/04/23,Vitality,Ninjas in Pyjamas,vtg,23 - 15,+8,1.27,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
11/04/23,Vitality,Astralis,vtg,21 - 17,+4,1.22,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6978
23/03/23,Vitality,ENCE,vtg,34 - 17,+17,1.72,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
23/03/23,Vitality,ENCE,ovp,12 - 18,-6,0.75,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
23/03/23,Vitality,ENCE,nuke,24 - 18,+6,1.30,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
12/03/23,Vitality,FaZe,nuke,38 - 21,+17,1.69,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
12/03/23,Vitality,FaZe,anb,23 - 19,+4,1.17,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
09/03/23,Vitality,OG,vtg,23 - 11,+12,1.71,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
09/03/23,Vitality,OG,anb,21 - 5,+16,1.71,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
08/03/23,Vitality,Grayhound,vtg,16 - 10,+6,1.47,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
08/03/23,Vitality,Grayhound,inf,30 - 8,+22,2.35,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6862
10/02/23,Vitality,Liquid,mrg,16 - 19,-3,0.91,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
10/02/23,Vitality,Liquid,nuke,27 - 13,+14,1.99,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
10/02/23,Vitality,Liquid,ovp,22 - 25,-3,0.86,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
07/02/23,Vitality,HEROIC,ovp,12 - 16,-4,0.71,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
07/02/23,Vitality,HEROIC,inf,19 - 18,+1,1.32,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
06/02/23,Vitality,fnatic,nuke,28 - 14,+14,1.56,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
06/02/23,Vitality,fnatic,mrg,26 - 18,+8,1.57,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
06/02/23,Vitality,fnatic,ovp,20 - 15,+5,1.20,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
04/02/23,Vitality,Ninjas in Pyjamas,inf,24 - 14,+10,1.72,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
04/02/23,Vitality,Ninjas in Pyjamas,mrg,23 - 17,+6,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6809
25/01/23,Vitality,HEROIC,vtg,19 - 11,+8,1.34,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6970
25/01/23,Vitality,HEROIC,nuke,20 - 17,+3,1.26,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6970
25/01/23,Vitality,HEROIC,mrg,24 - 11,+13,1.49,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6970
21/01/23,Vitality,Evil Geniuses,inf,22 - 7,+15,2.35,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6970
21/01/23,Vitality,Evil Geniuses,ovp,25 - 13,+12,1.59,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6970
19/01/23,Vitality,Astralis,vtg,30 - 19,+11,1.31,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6970
19/01/23,Vitality,Astralis,ovp,18 - 15,+3,1.05,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6970
22/12/22,One Shot,You Shall Not Pass,tcn,29 - 21,+8,1.23,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6959
16/12/22,Vitality,G2,anb,19 - 18,+1,1.00,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6349
16/12/22,Vitality,G2,vtg,21 - 16,+5,1.15,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6349
16/12/22,Vitality,G2,nuke,11 - 13,-2,0.75,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6349
15/12/22,Vitality,OG,mrg,24 - 15,+9,1.44,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6349
15/12/22,Vitality,OG,inf,20 - 19,+1,1.04,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6349
14/12/22,Vitality,Natus Vincere,nuke,18 - 11,+7,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6349
14/12/22,Vitality,Natus Vincere,inf,28 - 18,+10,1.39,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6349
20/11/22,Prodigy,GenOne,inf,22 - 16,+6,1.21,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6892
20/11/22,Prodigy,GenOne,anc,21 - 16,+5,1.28,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6892
20/11/22,Prodigy,The Prodigies,anc,21 - 15,+6,1.73,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6892
20/11/22,Prodigy,LDLC,vtg,21 - 20,+1,1.22,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6892
07/11/22,Vitality,ENCE,nuke,18 - 23,-5,0.80,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6586
07/11/22,Vitality,ENCE,vtg,22 - 19,+3,1.12,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6586
06/11/22,Vitality,MOUZ,mrg,24 - 20,+4,1.00,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6586
06/11/22,Vitality,FaZe,inf,24 - 10,+14,1.84,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6586
05/11/22,Vitality,Natus Vincere,mrg,31 - 31,0,1.03,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6586
03/11/22,Vitality,OG,d2,27 - 12,+15,1.86,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
03/11/22,Vitality,OG,inf,9 - 10,-1,1.01,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
03/11/22,Vitality,OG,vtg,24 - 19,+5,1.19,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
02/11/22,Vitality,Grayhound,mrg,29 - 17,+12,1.64,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
02/11/22,Vitality,Grayhound,inf,17 - 7,+10,1.48,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
01/11/22,Vitality,Outsiders,ovp,28 - 18,+10,1.61,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
01/11/22,Vitality,GamerLegion,vtg,18 - 21,-3,0.99,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
31/10/22,Vitality,Imperial,inf,25 - 14,+11,1.49,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6588
21/10/22,Vitality,Astralis,inf,23 - 11,+12,1.63,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6347
21/10/22,Vitality,Astralis,d2,24 - 18,+6,1.36,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6347
21/10/22,Vitality,Astralis,nuke,27 - 16,+11,1.65,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6347
19/10/22,Vitality,TYLOO,d2,19 - 13,+6,1.37,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6347
19/10/22,Vitality,TYLOO,inf,20 - 17,+3,1.08,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6347
09/10/22,Vitality,HEROIC,mrg,10 - 16,-6,0.74,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
09/10/22,Vitality,HEROIC,inf,34 - 26,+8,1.38,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
09/10/22,Vitality,HEROIC,ovp,13 - 18,-5,0.76,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
08/10/22,Vitality,MOUZ,vtg,25 - 15,+10,1.57,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
08/10/22,Vitality,MOUZ,mrg,23 - 11,+12,1.76,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
08/10/22,Vitality,MOUZ,inf,23 - 17,+6,1.11,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
06/10/22,Vitality,Monte,d2,25 - 7,+18,1.94,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
05/10/22,Vitality,BIG,d2,23 - 19,+4,1.29,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
04/10/22,Vitality,FANTASY,d2,26 - 9,+17,1.91,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6714
02/10/22,Vitality,Liquid,vtg,25 - 16,+9,1.51,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6141
02/10/22,Vitality,Liquid,ovp,35 - 23,+12,1.51,https://www.hltv.org/stats/players/matches/11893/zywoo?event=6141
