event_name,location,event_id,date,player_team,opponent,map,kd,plus_minus,rating
IEM Winter 2021,"Stockholm",5730,05/12/21,Vitality,Gambit,vtg,21 - 22,-1,1.17
IEM Winter 2021,"Stockholm",5730,05/12/21,Vitality,Gambit,d2,16 - 11,+5,1.40
IEM Winter 2021,"Stockholm",5730,04/12/21,Vitality,G2,inf,12 - 20,-8,0.81
IEM Winter 2021,"Stockholm",5730,04/12/21,Vitality,G2,mrg,26 - 14,+12,1.34
IEM Winter 2021,"Stockholm",5730,04/12/21,Vitality,G2,vtg,22 - 20,+2,1.02
IEM Winter 2021,"Stockholm",5730,02/12/21,Vitality,Ninjas in Pyjamas,mrg,17 - 14,+3,1.07
IEM Winter 2021,"Stockholm",5730,02/12/21,Vitality,Ninjas in Pyjamas,inf,29 - 11,+18,2.13
IEM Winter 2021,"Stockholm",5730,02/12/21,Vitality,MOUZ,ovp,24 - 26,-2,0.97
BLAST Premier Fall Final 2021,"Copenhagen",5607,28/11/21,Vitality,Natus Vincere,inf,20 - 16,+4,1.18
BLAST Premier Fall Final 2021,"Copenhagen",5607,28/11/21,Vitality,Natus Vincere,nuke,21 - 14,+7,1.53
BLAST Premier Fall Final 2021,"Copenhagen",5607,28/11/21,Vitality,Natus Vincere,mrg,22 - 20,+2,1.13
BLAST Premier Fall Final 2021,"Copenhagen",5607,28/11/21,Vitality,Astralis,mrg,22 - 12,+10,1.48
BLAST Premier Fall Final 2021,"Copenhagen",5607,28/11/21,Vitality,Astralis,inf,29 - 13,+16,1.61
BLAST Premier Fall Final 2021,"Copenhagen",5607,28/11/21,Vitality,Astralis,nuke,27 - 15,+12,1.55
BLAST Premier Fall Final 2021,"Copenhagen",5607,27/11/21,Vitality,Natus Vincere,nuke,15 - 17,-2,1.00
BLAST Premier Fall Final 2021,"Copenhagen",5607,27/11/21,Vitality,Natus Vincere,inf,13 - 20,-7,0.84
BLAST Premier Fall Final 2021,"Copenhagen",5607,25/11/21,Vitality,Astralis,inf,23 - 13,+10,1.53
BLAST Premier Fall Final 2021,"Copenhagen",5607,25/11/21,Vitality,Astralis,d2,24 - 19,+5,1.25
BLAST Premier Fall Final 2021,"Copenhagen",5607,25/11/21,Vitality,Astralis,nuke,37 - 21,+16,1.45
BLAST Premier Fall Final 2021,"Copenhagen",5607,24/11/21,Vitality,Liquid,d2,24 - 10,+14,1.64
BLAST Premier Fall Final 2021,"Copenhagen",5607,24/11/21,Vitality,Liquid,mrg,25 - 15,+10,1.54
PGL Major Stockholm 2021,"Stockholm",4866,05/11/21,Vitality,Natus Vincere,nuke,25 - 21,+4,1.27
PGL Major Stockholm 2021,"Stockholm",4866,05/11/21,Vitality,Natus Vincere,d2,19 - 19,0,1.08
PGL Major Stockholm 2021,"Stockholm",4866,02/11/21,Vitality,Entropiq,d2,24 - 12,+12,1.77
PGL Major Stockholm 2021,"Stockholm",4866,02/11/21,Vitality,Entropiq,ovp,23 - 17,+6,1.31
PGL Major Stockholm 2021,"Stockholm",4866,02/11/21,Vitality,Entropiq,mrg,27 - 15,+12,1.48
PGL Major Stockholm 2021,"Stockholm",4866,01/11/21,Vitality,Astralis,d2,31 - 14,+17,1.71
PGL Major Stockholm 2021,"Stockholm",4866,01/11/21,Vitality,Astralis,vtg,22 - 20,+2,1.23
PGL Major Stockholm 2021,"Stockholm",4866,01/11/21,Vitality,Astralis,nuke,29 - 12,+17,1.62
PGL Major Stockholm 2021,"Stockholm",4866,31/10/21,Vitality,Evil Geniuses,d2,22 - 19,+3,1.23
PGL Major Stockholm 2021,"Stockholm",4866,31/10/21,Vitality,Evil Geniuses,vtg,20 - 11,+9,1.58
PGL Major Stockholm 2021,"Stockholm",4866,31/10/21,Vitality,Evil Geniuses,inf,21 - 20,+1,1.03
PGL Major Stockholm 2021,"Stockholm",4866,30/10/21,Vitality,HEROIC,ovp,15 - 18,-3,0.97
PGL Major Stockholm 2021,"Stockholm",4866,30/10/21,Vitality,Virtus.pro,inf,19 - 21,-2,0.98
IEM Fall 2021 Europe,"Stockholm",5729,10/10/21,Vitality,Astralis,vtg,13 - 9,+4,1.16
IEM Fall 2021 Europe,"Stockholm",5729,10/10/21,Vitality,Astralis,nuke,30 - 9,+21,2.14
IEM Fall 2021 Europe,"Stockholm",5729,09/10/21,Vitality,Ninjas in Pyjamas,inf,11 - 17,-6,0.62
IEM Fall 2021 Europe,"Stockholm",5729,09/10/21,Vitality,Ninjas in Pyjamas,ovp,25 - 18,+7,1.32
IEM Fall 2021 Europe,"Stockholm",5729,09/10/21,Vitality,Ninjas in Pyjamas,nuke,22 - 10,+12,1.65
IEM Fall 2021 Europe,"Stockholm",5729,07/10/21,Vitality,Copenhagen Flames,vtg,24 - 21,+3,1.19
IEM Fall 2021 Europe,"Stockholm",5729,07/10/21,Vitality,Copenhagen Flames,d2,27 - 15,+12,1.52
IEM Fall 2021 Europe,"Stockholm",5729,03/10/21,Vitality,Dignitas,inf,19 - 12,+7,1.25
IEM Fall 2021 Europe,"Stockholm",5729,02/10/21,Vitality,ENCE,mrg,18 - 17,+1,1.09
IEM Fall 2021 Europe,"Stockholm",5729,01/10/21,Vitality,OG,mrg,21 - 12,+9,1.42
IEM Fall 2021 Europe,"Stockholm",5729,30/09/21,Vitality,Sprout,vtg,30 - 19,+11,1.67
IEM Fall 2021 Europe,"Stockholm",5729,29/09/21,Vitality,MAD Lions,inf,11 - 8,+3,1.44
IEM Cologne 2021,"Cologne",5469,11/07/21,Vitality,FaZe,d2,22 - 17,+5,1.20
IEM Cologne 2021,"Cologne",5469,11/07/21,Vitality,FaZe,mrg,17 - 19,-2,0.91
IEM Cologne 2021,"Cologne",5469,10/07/21,Vitality,Natus Vincere,mrg,24 - 18,+6,1.27
IEM Cologne 2021,"Cologne",5469,10/07/21,Vitality,Natus Vincere,nuke,13 - 15,-2,0.91
IEM Cologne 2021,"Cologne",5469,10/07/21,Vitality,Natus Vincere,ovp,22 - 17,+5,1.20
IEM Cologne 2021,"Cologne",5469,08/07/21,Vitality,FURIA,nuke,18 - 18,0,0.96
IEM Cologne 2021,"Cologne",5469,08/07/21,Vitality,FURIA,ovp,26 - 15,+11,1.43
IEM Cologne 2021 Play-in,"Cologne",5898,06/07/21,Vitality,Spirit,nuke,22 - 17,+5,1.37
IEM Cologne 2021 Play-in,"Cologne",5898,06/07/21,Vitality,Spirit,mrg,25 - 18,+7,1.26
IEM Cologne 2021 Play-in,"Cologne",5898,06/07/21,Vitality,Spirit,d2,21 - 17,+4,1.28
IEM Cologne 2021 Play-in,"Cologne",5898,06/07/21,Vitality,Renegades,ovp,22 - 9,+13,1.79
IEM Katowice 2020,"Katowice",4901,26/02/20,Vitality,FaZe,inf,23 - 15,+8,1.39
IEM Katowice 2020,"Katowice",4901,26/02/20,Vitality,FaZe,nuke,17 - 16,+1,1.09
IEM Katowice 2020,"Katowice",4901,26/02/20,Vitality,FaZe,mrg,32 - 16,+16,1.84
IEM Katowice 2020,"Katowice",4901,25/02/20,Vitality,Astralis,vtg,29 - 30,-1,1.11
IEM Katowice 2020,"Katowice",4901,25/02/20,Vitality,Astralis,ovp,9 - 17,-8,0.71
IEM Katowice 2020,"Katowice",4901,24/02/20,Vitality,Ninjas in Pyjamas,nuke,22 - 15,+7,1.29
IEM Katowice 2020,"Katowice",4901,24/02/20,Vitality,Ninjas in Pyjamas,vtg,23 - 19,+4,1.31
BLAST Premier Spring Series 2020,"London",5138,09/02/20,Vitality,Natus Vincere,d2,17 - 17,0,1.18
BLAST Premier Spring Series 2020,"London",5138,09/02/20,Vitality,Natus Vincere,inf,14 - 16,-2,0.91
BLAST Premier Spring Series 2020,"London",5138,08/02/20,Vitality,Complexity,inf,17 - 16,+1,1.13
BLAST Premier Spring Series 2020,"London",5138,08/02/20,Vitality,Complexity,mrg,16 - 18,-2,0.98
BLAST Premier Spring Series 2020,"London",5138,07/02/20,Vitality,Natus Vincere,d2,22 - 13,+9,1.47
BLAST Premier Spring Series 2020,"London",5138,07/02/20,Vitality,Natus Vincere,inf,23 - 17,+6,1.45
EPICENTER 2019,"Moscow",4979,22/12/19,Vitality,MOUZ,nuke,19 - 14,+5,1.30
EPICENTER 2019,"Moscow",4979,22/12/19,Vitality,MOUZ,mrg,33 - 14,+19,1.87
EPICENTER 2019,"Moscow",4979,22/12/19,Vitality,MOUZ,inf,35 - 20,+15,1.57
EPICENTER 2019,"Moscow",4979,22/12/19,Vitality,HEROIC,inf,25 - 13,+12,1.55
EPICENTER 2019,"Moscow",4979,22/12/19,Vitality,HEROIC,vtg,17 - 16,+1,1.01
EPICENTER 2019,"Moscow",4979,17/12/19,Vitality,Natus Vincere,nuke,20 - 9,+11,1.74
EPICENTER 2019,"Moscow",4979,17/12/19,Vitality,Natus Vincere,inf,25 - 7,+18,1.87
EPICENTER 2019,"Moscow",4979,17/12/19,Vitality,Natus Vincere,d2,15 - 16,-1,1.10
EPICENTER 2019,"Moscow",4979,17/12/19,Vitality,EHOME,nuke,19 - 8,+11,2.03
EPICENTER 2019,"Moscow",4979,17/12/19,Vitality,EHOME,inf,29 - 15,+14,1.63
IEM Beijing 2019,"Beijing",4837,09/11/19,Vitality,100 Thieves,inf,9 - 15,-6,0.84
IEM Beijing 2019,"Beijing",4837,09/11/19,Vitality,100 Thieves,nuke,20 - 26,-6,1.01
IEM Beijing 2019,"Beijing",4837,09/11/19,Vitality,100 Thieves,mrg,23 - 17,+6,1.50
IEM Beijing 2019,"Beijing",4837,08/11/19,Vitality,FaZe,inf,21 - 10,+11,1.91
IEM Beijing 2019,"Beijing",4837,08/11/19,Vitality,FaZe,ovp,15 - 18,-3,0.99
IEM Beijing 2019,"Beijing",4837,08/11/19,Vitality,FaZe,nuke,20 - 16,+4,1.15
IEM Beijing 2019,"Beijing",4837,07/11/19,Vitality,TYLOO,d2,18 - 11,+7,1.55
IEM Beijing 2019,"Beijing",4837,07/11/19,Vitality,TYLOO,inf,24 - 11,+13,1.60
StarSeries i-League Season 8,"Belek",4932,25/10/19,Vitality,FURIA,nuke,27 - 17,+10,1.58
StarSeries i-League Season 8,"Belek",4932,25/10/19,Vitality,FURIA,mrg,15 - 15,0,1.17
StarSeries i-League Season 8,"Belek",4932,24/10/19,Vitality,fnatic,nuke,22 - 22,0,0.99
StarSeries i-League Season 8,"Belek",4932,24/10/19,Vitality,fnatic,inf,14 - 17,-3,0.83
StarSeries i-League Season 8,"Belek",4932,24/10/19,Vitality,Renegades,nuke,21 - 19,+2,1.25
StarSeries i-League Season 8,"Belek",4932,24/10/19,Vitality,Renegades,mrg,10 - 18,-8,0.81
StarSeries i-League Season 8,"Belek",4932,21/10/19,Vitality,North,nuke,25 - 7,+18,1.73
StarSeries i-League Season 8,"Belek",4932,21/10/19,Vitality,North,d2,25 - 18,+7,1.48
StarSeries i-League Season 8,"Belek",4932,21/10/19,Vitality,North,inf,19 - 13,+6,1.44
StarSeries i-League Season 8,"Belek",4932,21/10/19,Vitality,Invictus,mrg,21 - 10,+11,1.94
StarSeries i-League Season 8,"Belek",4932,21/10/19,Vitality,Invictus,nuke,19 - 9,+10,1.78
ESL Pro League Season 10 Europe,"London",4699,18/11/19,Vitality,HellRaisers,nuke,21 - 14,+7,1.33
ESL Pro League Season 10 Europe,"London",4699,18/11/19,Vitality,HellRaisers,ovp,15 - 14,+1,1.11
ESL Pro League Season 10 Europe,"London",4699,17/11/19,Vitality,fnatic,inf,18 - 16,+2,1.03
ESL Pro League Season 10 Europe,"London",4699,17/11/19,Vitality,fnatic,mrg,18 - 19,-1,1.11
ESL Pro League Season 10 Europe,"London",4699,17/11/19,Vitality,fnatic,nuke,18 - 15,+3,1.28
ESL Pro League Season 10 Europe,"London",4699,16/11/19,Vitality,FaZe,mrg,38 - 15,+23,2.01
ESL Pro League Season 10 Europe,"London",4699,16/11/19,Vitality,FaZe,inf,18 - 17,+1,1.07
ESL Pro League Season 10 Europe,"London",4699,13/10/19,Vitality,Ninjas in Pyjamas,d2,9 - 18,-9,0.76
ESL Pro League Season 10 Europe,"London",4699,13/10/19,Vitality,Ninjas in Pyjamas,ovp,14 - 16,-2,1.01
ESL Pro League Season 10 Europe,"London",4699,12/10/19,Vitality,HEROIC,nuke,26 - 17,+9,1.37
ESL Pro League Season 10 Europe,"London",4699,12/10/19,Vitality,HEROIC,d2,19 - 17,+2,1.12
ESL Pro League Season 10 Europe,"London",4699,12/10/19,Vitality,HEROIC,trn,17 - 20,-3,0.92
ESL Pro League Season 10 Europe,"London",4699,11/10/19,Vitality,Sprout,inf,24 - 11,+13,1.68
ESL Pro League Season 10 Europe,"London",4699,11/10/19,Vitality,Sprout,d2,14 - 17,-3,0.90
ESL Pro League Season 10 Europe,"London",4699,11/10/19,Vitality,Sprout,nuke,17 - 17,0,1.04
DreamHack Masters Malmö 2019,"Malmö",4553,06/10/19,Vitality,fnatic,mrg,28 - 20,+8,1.46
DreamHack Masters Malmö 2019,"Malmö",4553,06/10/19,Vitality,fnatic,inf,30 - 21,+9,1.32
DreamHack Masters Malmö 2019,"Malmö",4553,06/10/19,Vitality,fnatic,d2,24 - 19,+5,1.40
DreamHack Masters Malmö 2019,"Malmö",4553,05/10/19,Vitality,Natus Vincere,d2,26 - 16,+10,1.51
DreamHack Masters Malmö 2019,"Malmö",4553,05/10/19,Vitality,Natus Vincere,ovp,19 - 10,+9,1.55
DreamHack Masters Malmö 2019,"Malmö",4553,05/10/19,Vitality,Natus Vincere,nuke,16 - 17,-1,0.97
DreamHack Masters Malmö 2019,"Malmö",4553,04/10/19,Vitality,MOUZ,d2,19 - 15,+4,1.23
DreamHack Masters Malmö 2019,"Malmö",4553,04/10/19,Vitality,MOUZ,inf,21 - 19,+2,1.16
DreamHack Masters Malmö 2019,"Malmö",4553,04/10/19,Vitality,MOUZ,mrg,27 - 17,+10,1.44
DreamHack Masters Malmö 2019,"Malmö",4553,03/10/19,Vitality,Astralis,d2,24 - 15,+9,1.16
DreamHack Masters Malmö 2019,"Malmö",4553,03/10/19,Vitality,Astralis,vtg,22 - 17,+5,1.21
DreamHack Masters Malmö 2019,"Malmö",4553,01/10/19,Vitality,ENCE,d2,26 - 11,+15,1.65
DreamHack Masters Malmö 2019,"Malmö",4553,01/10/19,Vitality,ENCE,nuke,26 - 18,+8,1.33
DreamHack Masters Malmö 2019,"Malmö",4553,01/10/19,Vitality,ENCE,inf,33 - 16,+17,1.54
DreamHack Masters Malmö 2019,"Malmö",4553,01/10/19,Vitality,TYLOO,inf,22 - 11,+11,1.62
StarLadder Major Berlin 2019,"Berlin",4443,05/09/19,Vitality,AVANGAR,d2,20 - 17,+3,1.04
StarLadder Major Berlin 2019,"Berlin",4443,05/09/19,Vitality,AVANGAR,inf,28 - 12,+16,1.63
StarLadder Major Berlin 2019,"Berlin",4443,05/09/19,Vitality,AVANGAR,mrg,12 - 18,-6,0.90
StarLadder Major Berlin 2019,"Berlin",4443,31/08/19,Vitality,MOUZ,mrg,21 - 17,+4,1.52
StarLadder Major Berlin 2019,"Berlin",4443,31/08/19,Vitality,MOUZ,vtg,19 - 12,+7,1.44
StarLadder Major Berlin 2019,"Berlin",4443,30/08/19,Vitality,ENCE,d2,12 - 18,-6,0.72
StarLadder Major Berlin 2019,"Berlin",4443,30/08/19,Vitality,ENCE,nuke,15 - 17,-2,0.84
StarLadder Major Berlin 2019,"Berlin",4443,29/08/19,Vitality,FaZe,d2,24 - 11,+13,1.65
StarLadder Major Berlin 2019,"Berlin",4443,28/08/19,Vitality,North,inf,21 - 15,+6,1.38
StarLadder Major 2019 Challengers Stage,"Berlin",4450,26/08/19,Vitality,Grayhound,inf,17 - 18,-1,1.05
StarLadder Major 2019 Challengers Stage,"Berlin",4450,26/08/19,Vitality,Grayhound,ovp,27 - 21,+6,1.35
StarLadder Major 2019 Challengers Stage,"Berlin",4450,26/08/19,Vitality,Grayhound,d2,23 - 9,+14,1.74
StarLadder Major 2019 Challengers Stage,"Berlin",4450,25/08/19,Vitality,HellRaisers,mrg,17 - 12,+5,1.15
StarLadder Major 2019 Challengers Stage,"Berlin",4450,25/08/19,Vitality,HellRaisers,inf,31 - 10,+21,1.88
StarLadder Major 2019 Challengers Stage,"Berlin",4450,24/08/19,Vitality,DreamEaters,inf,22 - 18,+4,1.08
StarLadder Major 2019 Challengers Stage,"Berlin",4450,23/08/19,Vitality,INTZ,mrg,26 - 14,+12,1.79
StarLadder Major 2019 Challengers Stage,"Berlin",4450,23/08/19,Vitality,Syman,d2,20 - 19,+1,1.21
IEM Chicago 2019,"Chicago",4574,21/07/19,Vitality,Liquid,ovp,17 - 21,-4,0.91
IEM Chicago 2019,"Chicago",4574,21/07/19,Vitality,Liquid,d2,22 - 20,+2,1.21
IEM Chicago 2019,"Chicago",4574,20/07/19,Vitality,HEROIC,ovp,20 - 15,+5,1.31
IEM Chicago 2019,"Chicago",4574,20/07/19,Vitality,HEROIC,d2,26 - 16,+10,1.57
IEM Chicago 2019,"Chicago",4574,20/07/19,Vitality,HEROIC,mrg,23 - 14,+9,1.61
IEM Chicago 2019,"Chicago",4574,19/07/19,Vitality,Renegades,d2,14 - 12,+2,1.29
IEM Chicago 2019,"Chicago",4574,19/07/19,Vitality,Renegades,mrg,24 - 18,+6,1.23
IEM Chicago 2019,"Chicago",4574,18/07/19,Vitality,HEROIC,nuke,10 - 18,-8,0.61
IEM Chicago 2019,"Chicago",4574,18/07/19,Vitality,HEROIC,ovp,24 - 19,+5,1.21
ESEA Season 31 Global Challenge,"Dallas",4504,14/07/19,Vitality,FURIA,inf,11 - 19,-8,0.82
ESEA Season 31 Global Challenge,"Dallas",4504,14/07/19,Vitality,FURIA,trn,13 - 20,-7,0.86
ESEA Season 31 Global Challenge,"Dallas",4504,13/07/19,Vitality,Spirit,trn,17 - 13,+4,1.27
ESEA Season 31 Global Challenge,"Dallas",4504,13/07/19,Vitality,Party Astronauts,inf,17 - 13,+4,1.40
ESEA MDL Season 31 Europe Finals,"Dallas",4692,12/07/19,Vitality,Sprout,mrg,23 - 15,+8,1.38
ESEA MDL Season 31 Europe Finals,"Dallas",4692,12/07/19,Vitality,Sprout,ovp,30 - 21,+9,1.37
ESL One Cologne 2019,"Cologne",4281,07/07/19,Vitality,Liquid,mrg,15 - 18,-3,0.93
ESL One Cologne 2019,"Cologne",4281,07/07/19,Vitality,Liquid,inf,26 - 18,+8,1.38
ESL One Cologne 2019,"Cologne",4281,07/07/19,Vitality,Liquid,d2,33 - 20,+13,1.28
ESL One Cologne 2019,"Cologne",4281,07/07/19,Vitality,Liquid,ovp,13 - 17,-4,0.68
ESL One Cologne 2019,"Cologne",4281,06/07/19,Vitality,Astralis,ovp,20 - 12,+8,1.52
ESL One Cologne 2019,"Cologne",4281,06/07/19,Vitality,Astralis,inf,30 - 28,+2,1.13
ESL One Cologne 2019,"Cologne",4281,06/07/19,Vitality,Astralis,d2,25 - 12,+13,1.59
ESL One Cologne 2019,"Cologne",4281,05/07/19,Vitality,NRG,mrg,29 - 12,+17,2.05
ESL One Cologne 2019,"Cologne",4281,05/07/19,Vitality,NRG,d2,23 - 9,+14,1.69
ESL One Cologne 2019,"Cologne",4281,04/07/19,Vitality,HEROIC,inf,25 - 20,+5,1.20
ESL One Cologne 2019,"Cologne",4281,04/07/19,Vitality,HEROIC,ovp,27 - 16,+11,1.46
ESL One Cologne 2019,"Cologne",4281,04/07/19,Vitality,fnatic,ovp,32 - 19,+13,1.45
ESL One Cologne 2019,"Cologne",4281,04/07/19,Vitality,fnatic,mrg,33 - 20,+13,1.39
ESL One Cologne 2019,"Cologne",4281,03/07/19,Vitality,ENCE,inf,18 - 11,+7,1.25
ESL One Cologne 2019,"Cologne",4281,03/07/19,Vitality,ENCE,nuke,22 - 18,+4,1.14
ESL One Cologne 2019,"Cologne",4281,03/07/19,Vitality,ENCE,ovp,26 - 12,+14,1.72
ESL One Cologne 2019,"Cologne",4281,02/07/19,Vitality,Ninjas in Pyjamas,d2,16 - 19,-3,1.00
ECS Season 7 Finals,"London",4411,09/06/19,Vitality,FURIA,ovp,25 - 6,+19,2.14
ECS Season 7 Finals,"London",4411,09/06/19,Vitality,FURIA,inf,23 - 14,+9,1.56
ECS Season 7 Finals,"London",4411,08/06/19,Vitality,NRG,mrg,26 - 12,+14,1.74
ECS Season 7 Finals,"London",4411,08/06/19,Vitality,NRG,ovp,36 - 20,+16,1.72
ECS Season 7 Finals,"London",4411,07/06/19,Vitality,Complexity,nuke,19 - 15,+4,1.32
ECS Season 7 Finals,"London",4411,07/06/19,Vitality,Complexity,d2,24 - 18,+6,1.38
ECS Season 7 Finals,"London",4411,06/06/19,Vitality,North,d2,12 - 18,-6,0.82
ECS Season 7 Finals,"London",4411,06/06/19,Vitality,North,inf,15 - 15,0,1.00
ECS Season 7 Finals,"London",4411,06/06/19,Vitality,North,nuke,21 - 17,+4,1.29
ECS Season 7 Finals,"London",4411,06/06/19,Vitality,Complexity,d2,21 - 10,+11,1.33
DreamHack Masters Dallas 2019,"Dallas",4177,31/05/19,Vitality,FURIA,nuke,15 - 22,-7,0.91
DreamHack Masters Dallas 2019,"Dallas",4177,31/05/19,Vitality,FURIA,inf,25 - 16,+9,1.69
DreamHack Masters Dallas 2019,"Dallas",4177,30/05/19,Vitality,North,mrg,19 - 14,+5,1.10
DreamHack Masters Dallas 2019,"Dallas",4177,30/05/19,Vitality,North,nuke,21 - 13,+8,1.36
DreamHack Masters Dallas 2019,"Dallas",4177,29/05/19,Vitality,Ninjas in Pyjamas,d2,21 - 17,+4,1.14
DreamHack Masters Dallas 2019,"Dallas",4177,29/05/19,Vitality,Ninjas in Pyjamas,ovp,16 - 12,+4,1.28
DreamHack Masters Dallas 2019,"Dallas",4177,29/05/19,Vitality,Lucid Dream,nuke,21 - 3,+18,2.13
DreamHack Masters Dallas 2019,"Dallas",4177,29/05/19,Vitality,Lucid Dream,d2,20 - 7,+13,1.66
DreamHack Masters Dallas 2019,"Dallas",4177,28/05/19,Vitality,North,ovp,21 - 19,+2,1.18
cs_summit 4,"Los Angeles",4566,27/05/19,Vitality,Liquid,ovp,22 - 17,+5,1.30
cs_summit 4,"Los Angeles",4566,27/05/19,Vitality,Liquid,nuke,24 - 10,+14,1.61
cs_summit 4,"Los Angeles",4566,26/05/19,Vitality,ENCE,inf,31 - 22,+9,1.38
cs_summit 4,"Los Angeles",4566,26/05/19,Vitality,ENCE,ovp,37 - 15,+22,2.18
cs_summit 4,"Los Angeles",4566,26/05/19,Vitality,ENCE,mrg,17 - 21,-4,0.81
cs_summit 4,"Los Angeles",4566,26/05/19,Vitality,Renegades,mrg,25 - 20,+5,1.21
cs_summit 4,"Los Angeles",4566,25/05/19,Vitality,Renegades,vtg,21 - 16,+5,1.18
cs_summit 4,"Los Angeles",4566,25/05/19,Vitality,ENCE,nuke,22 - 16,+6,1.52
cs_summit 4,"Los Angeles",4566,25/05/19,Vitality,ENCE,ovp,20 - 11,+9,1.37
cs_summit 4,"Los Angeles",4566,24/05/19,Vitality,Liquid,mrg,34 - 16,+18,1.79
cs_summit 4,"Los Angeles",4566,24/05/19,Vitality,Liquid,nuke,15 - 12,+3,1.46
cs_summit 4,"Los Angeles",4566,24/05/19,Vitality,NRG,inf,17 - 12,+5,1.29
cs_summit 4,"Los Angeles",4566,24/05/19,Vitality,NRG,nuke,31 - 28,+3,1.08
cs_summit 4,"Los Angeles",4566,23/05/19,Vitality,Ghost,ovp,17 - 14,+3,1.09
cs_summit 4,"Los Angeles",4566,23/05/19,Vitality,Ghost,mrg,35 - 27,+8,1.28
Charleroi Esports,"Charleroi",4317,14/04/19,Vitality,Sprout,cch,16 - 9,+7,1.21
Charleroi Esports,"Charleroi",4317,14/04/19,Vitality,Sprout,inf,29 - 13,+16,1.73
Charleroi Esports,"Charleroi",4317,14/04/19,Vitality,G2,cch,20 - 9,+11,1.66
Charleroi Esports,"Charleroi",4317,14/04/19,Vitality,G2,ovp,27 - 22,+5,1.19
Charleroi Esports,"Charleroi",4317,14/04/19,Vitality,G2,nuke,20 - 15,+5,1.08
Charleroi Esports,"Charleroi",4317,12/04/19,Vitality,Sprout,mrg,13 - 13,0,1.09
Charleroi Esports,"Charleroi",4317,12/04/19,Vitality,FrostFire,cch,20 - 13,+7,1.46
StarSeries i-League Season 7,"Shanghai",4240,05/04/19,Vitality,NRG,mrg,26 - 19,+7,1.26
StarSeries i-League Season 7,"Shanghai",4240,05/04/19,Vitality,NRG,ovp,30 - 33,-3,0.97
StarSeries i-League Season 7,"Shanghai",4240,02/04/19,Vitality,Spirit,inf,25 - 17,+8,1.36
StarSeries i-League Season 7,"Shanghai",4240,02/04/19,Vitality,Spirit,d2,15 - 17,-2,1.05
StarSeries i-League Season 7,"Shanghai",4240,02/04/19,Vitality,Spirit,mrg,16 - 17,-1,0.86
StarSeries i-League Season 7,"Shanghai",4240,01/04/19,Vitality,fnatic,nuke,20 - 19,+1,1.11
StarSeries i-League Season 7,"Shanghai",4240,01/04/19,Vitality,fnatic,mrg,17 - 18,-1,1.11
StarSeries i-League Season 7,"Shanghai",4240,31/03/19,Vitality,ENCE,inf,19 - 18,+1,1.22
StarSeries i-League Season 7,"Shanghai",4240,31/03/19,Vitality,ENCE,d2,21 - 9,+12,1.83
StarSeries i-League Season 7,"Shanghai",4240,31/03/19,Vitality,ENCE,mrg,24 - 19,+5,1.27
StarSeries i-League Season 7,"Shanghai",4240,30/03/19,Vitality,BIG,d2,34 - 14,+20,2.13
StarSeries i-League Season 7,"Shanghai",4240,30/03/19,Vitality,BIG,ovp,24 - 20,+4,1.15
IEM Katowice 2019,"Katowice",3883,24/02/19,Vitality,Ninjas in Pyjamas,mrg,15 - 19,-4,0.91
IEM Katowice 2019,"Katowice",3883,24/02/19,Vitality,Ninjas in Pyjamas,ovp,26 - 16,+10,1.53
IEM Katowice 2019,"Katowice",3883,24/02/19,Vitality,Ninjas in Pyjamas,cch,12 - 16,-4,0.95
IEM Katowice 2019,"Katowice",3883,22/02/19,Vitality,Renegades,inf,18 - 18,0,0.92
IEM Katowice 2019,"Katowice",3883,22/02/19,Vitality,Renegades,cch,17 - 16,+1,1.11
IEM Katowice 2019,"Katowice",3883,22/02/19,Vitality,Renegades,d2,12 - 17,-5,0.77
IEM Katowice 2019,"Katowice",3883,21/02/19,Vitality,Cloud9,mrg,26 - 21,+5,1.43
IEM Katowice 2019,"Katowice",3883,20/02/19,Vitality,Natus Vincere,mrg,32 - 31,+1,1.05
IEM Katowice 2019,"Katowice",3883,20/02/19,Vitality,BIG,mrg,27 - 15,+12,1.64
IEM Katowice 2019 Challengers Stage,"Katowice",3884,15/02/19,Vitality,ViCi,nuke,24 - 14,+10,1.31
IEM Katowice 2019 Challengers Stage,"Katowice",3884,15/02/19,Vitality,ViCi,inf,41 - 30,+11,1.36
IEM Katowice 2019 Challengers Stage,"Katowice",3884,14/02/19,Vitality,Vega Squadron,ovp,17 - 4,+13,1.74
IEM Katowice 2019 Challengers Stage,"Katowice",3884,13/02/19,Vitality,Grayhound,nuke,33 - 24,+9,1.42
IEM Katowice 2019 Challengers Stage,"Katowice",3884,13/02/19,Vitality,TYLOO,inf,15 - 18,-3,0.88
Europe Minor - IEM Katowice 2019,"Katowice",4208,20/01/19,Vitality,North,inf,22 - 14,+8,1.47
Europe Minor - IEM Katowice 2019,"Katowice",4208,20/01/19,Vitality,North,nuke,25 - 7,+18,1.97
Europe Minor - IEM Katowice 2019,"Katowice",4208,20/01/19,Vitality,North,mrg,22 - 17,+5,1.34
Europe Minor - IEM Katowice 2019,"Katowice",4208,19/01/19,Vitality,Valiance,inf,32 - 19,+13,1.78
Europe Minor - IEM Katowice 2019,"Katowice",4208,19/01/19,Vitality,Valiance,d2,20 - 17,+3,1.21
