event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2,weather_code,temperature_2m_max,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,apparent_temperature_mean,cloud_cover_mean,cloud_cover_max,cloud_cover_min,dew_point_2m_min,dew_point_2m_max,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,snowfall_water_equivalent_sum,pressure_msl_mean,pressure_msl_max,pressure_msl_min,surface_pressure_mean,surface_pressure_max,surface_pressure_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,wet_bulb_temperature_2m_mean,wet_bulb_temperature_2m_max,wet_bulb_temperature_2m_min,vapour_pressure_deficit_max,temperature_2m_min,temperature_2m_mean,elevation
IEM Katowice 2022,Katowice,2022-02-17,Vitality,MOUZ,vtg,42 - 21,21,1.59,"Katowice, ul. Kossutha",,,7.93,,72.5,5.37,2.58,5.01,63.0,10.75,4.0074673,-3.004806,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,36814.477,25186.08,9.400001,0.0,9.400001,10.0,50.610416,91.439995,256.31506,5.93,2.2469306,0.1813216,87.0,100.0,18.0,-3.95,7.3,0.9895833,2.2469306,63.984146,85.32816,44.170105,0.0,995.8293,1005.4,989.2,959.9162,968.6699,953.6759,71.11499,38.63528,52.56,29.834423,4.34433,8.232893,0.42114592,0.71068305,4.0,7.7083344,303.0
IEM Katowice 2022,Katowice,2022-02-18,Vitality,HEROIC,inf,20 - 28,-8,0.86,"Katowice, ul. Kossutha",,,9.6,,71.8,8.38,4.88,5.5,53.0,10.45,2.8097696,-3.3900988,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,37032.42,29286.867,1.6,0.0,1.6,5.0,39.724167,67.67999,244.93459,8.46,2.1621943,-0.02340136,67.166664,100.0,0.0,-4.7,3.85,-0.7916667,2.1621943,61.498978,84.86984,45.485775,0.0,1007.2292,1011.2,999.5,970.7207,974.73425,963.77716,49.034992,27.988943,38.519997,21.129885,2.7940776,5.9241,-0.2600031,0.5960358,2.85,6.260416,303.0
IEM Katowice 2022,Katowice,2022-02-18,Vitality,HEROIC,mrg,19 - 19,0,0.99,"Katowice, ul. Kossutha",,,9.6,,71.8,8.38,4.88,5.5,53.0,10.45,2.8097696,-3.3900988,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,37032.42,29286.867,1.6,0.0,1.6,5.0,39.724167,67.67999,244.93459,8.46,2.1621943,-0.02340136,67.166664,100.0,0.0,-4.7,3.85,-0.7916667,2.1621943,61.498978,84.86984,45.485775,0.0,1007.2292,1011.2,999.5,970.7207,974.73425,963.77716,49.034992,27.988943,38.519997,21.129885,2.7940776,5.9241,-0.2600031,0.5960358,2.85,6.260416,303.0
IEM Katowice 2022,Katowice,2022-02-19,Vitality,Gambit,inf,19 - 16,3,1.17,"Katowice, ul. Kossutha",,,7.9,,72.8,9.02,5.08,6.25,51.0,10.55,3.9843903,-4.583686,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,37251.797,36000.0,0.90000004,0.0,0.90000004,5.0,43.68033,74.520004,254.7395,9.15,2.7174685,-0.7809396,33.583332,100.0,0.0,-7.0,3.55,-4.21875,2.7174685,48.110302,64.17629,35.524853,0.0,1010.2126,1017.1,1000.8,973.5777,979.5553,965.0638,53.039997,29.204773,24.48,13.089354,1.6233449,6.5964537,-2.0775273,0.69067025,0.7,6.1354175,303.0
IEM Katowice 2022,Katowice,2022-02-19,Vitality,Gambit,mrg,3 - 18,-15,0.32,"Katowice, ul. Kossutha",,,7.9,,72.8,9.02,5.08,6.25,51.0,10.55,3.9843903,-4.583686,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,37251.797,36000.0,0.90000004,0.0,0.90000004,5.0,43.68033,74.520004,254.7395,9.15,2.7174685,-0.7809396,33.583332,100.0,0.0,-7.0,3.55,-4.21875,2.7174685,48.110302,64.17629,35.524853,0.0,1010.2126,1017.1,1000.8,973.5777,979.5553,965.0638,53.039997,29.204773,24.48,13.089354,1.6233449,6.5964537,-2.0775273,0.69067025,0.7,6.1354175,303.0
IEM Katowice 2024,Katowice,2024-02-03,Vitality,ENCE,anb,13 - 9,4,1.63,"Katowice, ul. Kossutha",,,13.1,,45.3,16.0,12.6,5.22,53.0,8.25,3.1769776,-0.43885064,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33824.062,0.0,2.4,0.0,2.4,10.0,27.804028,48.6,266.17694,1.04,0.779053,1.8217025,100.0,100.0,100.0,2.1,5.9,4.2833333,0.779053,83.6393,89.85347,79.19155,0.0,1018.28754,1018.8,1017.5,981.4594,981.9507,980.6851,43.364998,25.316988,37.8,22.314192,5.2567763,6.620322,3.0903325,0.20398128,4.65,6.870834,303.0
IEM Katowice 2024,Katowice,2024-02-03,Vitality,ENCE,nuke,19 - 14,5,1.47,"Katowice, ul. Kossutha",,,13.1,,45.3,16.0,12.6,5.22,53.0,8.25,3.1769776,-0.43885064,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33824.062,0.0,2.4,0.0,2.4,10.0,27.804028,48.6,266.17694,1.04,0.779053,1.8217025,100.0,100.0,100.0,2.1,5.9,4.2833333,0.779053,83.6393,89.85347,79.19155,0.0,1018.28754,1018.8,1017.5,981.4594,981.9507,980.6851,43.364998,25.316988,37.8,22.314192,5.2567763,6.620322,3.0903325,0.20398128,4.65,6.870834,303.0
IEM Katowice 2024,Katowice,2024-02-03,Vitality,ENCE,vtg,13 - 14,-1,1.02,"Katowice, ul. Kossutha",,,13.1,,45.3,16.0,12.6,5.22,53.0,8.25,3.1769776,-0.43885064,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33824.062,0.0,2.4,0.0,2.4,10.0,27.804028,48.6,266.17694,1.04,0.779053,1.8217025,100.0,100.0,100.0,2.1,5.9,4.2833333,0.779053,83.6393,89.85347,79.19155,0.0,1018.28754,1018.8,1017.5,981.4594,981.9507,980.6851,43.364998,25.316988,37.8,22.314192,5.2567763,6.620322,3.0903325,0.20398128,4.65,6.870834,303.0
IEM Katowice 2024,Katowice,2024-02-05,Vitality,HEROIC,anb,19 - 14,5,1.21,"Katowice, ul. Kossutha",,,11.3,,55.5,10.0,7.3,3.31,61.0,9.7,4.778,-0.69860744,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34213.516,0.0,9.3,0.0,9.3,16.0,36.871452,65.520004,273.13666,1.32,0.9294467,2.806389,100.0,100.0,100.0,2.3,7.35,5.1854167,0.9294467,82.44767,91.956535,68.19297,0.0,1010.29584,1012.0,1007.4,973.9086,975.7202,971.09644,51.225,28.128195,28.8,14.186923,6.299994,7.9355745,3.9755745,0.36045194,4.95,8.070832,303.0
IEM Katowice 2024,Katowice,2024-02-05,Vitality,HEROIC,mrg,20 - 20,0,1.07,"Katowice, ul. Kossutha",,,11.3,,55.5,10.0,7.3,3.31,61.0,9.7,4.778,-0.69860744,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34213.516,0.0,9.3,0.0,9.3,16.0,36.871452,65.520004,273.13666,1.32,0.9294467,2.806389,100.0,100.0,100.0,2.3,7.35,5.1854167,0.9294467,82.44767,91.956535,68.19297,0.0,1010.29584,1012.0,1007.4,973.9086,975.7202,971.09644,51.225,28.128195,28.8,14.186923,6.299994,7.9355745,3.9755745,0.36045194,4.95,8.070832,303.0
IEM Katowice 2024,Katowice,2024-02-05,Vitality,HEROIC,vtg,21 - 16,5,1.2,"Katowice, ul. Kossutha",,,11.3,,55.5,10.0,7.3,3.31,61.0,9.7,4.778,-0.69860744,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34213.516,0.0,9.3,0.0,9.3,16.0,36.871452,65.520004,273.13666,1.32,0.9294467,2.806389,100.0,100.0,100.0,2.3,7.35,5.1854167,0.9294467,82.44767,91.956535,68.19297,0.0,1010.29584,1012.0,1007.4,973.9086,975.7202,971.09644,51.225,28.128195,28.8,14.186923,6.299994,7.9355745,3.9755745,0.36045194,4.95,8.070832,303.0
IEM Katowice 2025,Katowice,2025-02-01,Vitality,3DMAX,inf,26 - 23,3,1.28,"Katowice, ul. Kossutha",,,23.2,,37.9,25.1,19.8,6.79,51.0,2.9,-0.3294711,-5.376591,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33582.37,8547.376,0.2,0.0,0.2,2.0,10.5234585,20.880001,279.07086,2.9,0.43603352,-2.681842,72.541664,100.0,2.0,-4.2,-0.1,-2.0166667,0.43603352,82.1126,89.65659,75.80633,0.0,1032.0375,1033.5,1030.3,993.8892,995.35834,991.9705,15.224999,6.6723814,2.52,1.5273507,-0.8411088,0.9109974,-2.792675,0.1825664,-1.15,0.7,303.0
IEM Katowice 2025,Katowice,2025-02-01,Vitality,3DMAX,nuke,19 - 12,7,1.25,"Katowice, ul. Kossutha",,,23.2,,37.9,25.1,19.8,6.79,51.0,2.9,-0.3294711,-5.376591,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33582.37,8547.376,0.2,0.0,0.2,2.0,10.5234585,20.880001,279.07086,2.9,0.43603352,-2.681842,72.541664,100.0,2.0,-4.2,-0.1,-2.0166667,0.43603352,82.1126,89.65659,75.80633,0.0,1032.0375,1033.5,1030.3,993.8892,995.35834,991.9705,15.224999,6.6723814,2.52,1.5273507,-0.8411088,0.9109974,-2.792675,0.1825664,-1.15,0.7,303.0
IEM Katowice 2025,Katowice,2025-02-02,Vitality,FaZe,anb,17 - 15,2,1.02,"Katowice, ul. Kossutha",,,25.6,,36.7,36.2,28.6,8.7,71.0,1.95,-1.6004088,-4.2734766,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33776.418,1802.0853,0.0,0.07,0.1,1.0,6.5693827,17.28,290.38364,2.91,0.42236727,-2.7009325,93.666664,100.0,0.0,-4.5,-1.5,-2.7229166,0.42236727,80.4742,91.24283,62.561855,0.1,1027.2583,1030.0,1026.0,989.2402,991.661,988.07574,9.03,3.7650492,1.08,0.0,-1.2917181,-0.66240025,-2.293537,0.2640226,-1.25,0.35416663,303.0
IEM Katowice 2025,Katowice,2025-02-02,Vitality,FaZe,d2,37 - 23,14,1.6,"Katowice, ul. Kossutha",,,25.6,,36.7,36.2,28.6,8.7,71.0,1.95,-1.6004088,-4.2734766,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33776.418,1802.0853,0.0,0.07,0.1,1.0,6.5693827,17.28,290.38364,2.91,0.42236727,-2.7009325,93.666664,100.0,0.0,-4.5,-1.5,-2.7229166,0.42236727,80.4742,91.24283,62.561855,0.1,1027.2583,1030.0,1026.0,989.2402,991.661,988.07574,9.03,3.7650492,1.08,0.0,-1.2917181,-0.66240025,-2.293537,0.2640226,-1.25,0.35416663,303.0
IEM Katowice 2025,Katowice,2025-02-02,Vitality,FaZe,nuke,9 - 11,-2,0.93,"Katowice, ul. Kossutha",,,25.6,,36.7,36.2,28.6,8.7,71.0,1.95,-1.6004088,-4.2734766,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33776.418,1802.0853,0.0,0.07,0.1,1.0,6.5693827,17.28,290.38364,2.91,0.42236727,-2.7009325,93.666664,100.0,0.0,-4.5,-1.5,-2.7229166,0.42236727,80.4742,91.24283,62.561855,0.1,1027.2583,1030.0,1026.0,989.2402,991.661,988.07574,9.03,3.7650492,1.08,0.0,-1.2917181,-0.66240025,-2.293537,0.2640226,-1.25,0.35416663,303.0
IEM Katowice 2025,Katowice,2025-02-04,Vitality,Virtus.pro,anb,16 - 9,7,1.49,"Katowice, ul. Kossutha",,,44.4,,20.1,46.7,36.4,8.37,3.0,4.25,0.5483208,-7.51865,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34172.137,33365.297,0.0,0.0,0.0,0.0,9.396275,16.199999,176.63359,7.91,0.82144684,-4.123159,22.125,95.0,0.0,-7.8,-2.5,-6.033333,0.82144684,69.30784,92.794876,41.465675,0.0,1031.8625,1032.7,1030.9,993.53864,994.5959,992.545,10.17,4.300384,3.2399998,1.1525624,-2.9984581,-0.28193855,-5.099555,0.48227146,-4.3,-0.6083333,303.0
IEM Katowice 2025,Katowice,2025-02-04,Vitality,Virtus.pro,inf,16 - 10,6,1.34,"Katowice, ul. Kossutha",,,44.4,,20.1,46.7,36.4,8.37,3.0,4.25,0.5483208,-7.51865,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34172.137,33365.297,0.0,0.0,0.0,0.0,9.396275,16.199999,176.63359,7.91,0.82144684,-4.123159,22.125,95.0,0.0,-7.8,-2.5,-6.033333,0.82144684,69.30784,92.794876,41.465675,0.0,1031.8625,1032.7,1030.9,993.53864,994.5959,992.545,10.17,4.300384,3.2399998,1.1525624,-2.9984581,-0.28193855,-5.099555,0.48227146,-4.3,-0.6083333,303.0
IEM Katowice 2025,Katowice,2025-02-08,Vitality,The MongolZ,mrg,23 - 10,13,1.63,"Katowice, ul. Kossutha",,,22.3,,33.1,33.4,26.0,14.0,3.0,5.45,1.2746654,-5.837688,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34987.33,29699.824,0.0,0.0,0.0,0.0,12.043869,25.199999,102.63902,6.49,1.0208268,-3.3607109,77.916664,100.0,16.0,-6.55,-3.95,-4.964583,1.0208268,65.79899,80.62004,50.165707,0.0,1033.5458,1035.6,1032.2,995.36835,997.08026,994.26495,22.230001,10.253402,17.28,7.9567327,-1.8187681,1.2039223,-3.8086128,0.44924322,-1.55,0.9104166,303.0
IEM Katowice 2025,Katowice,2025-02-08,Vitality,The MongolZ,nuke,18 - 13,5,1.42,"Katowice, ul. Kossutha",,,22.3,,33.1,33.4,26.0,14.0,3.0,5.45,1.2746654,-5.837688,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34987.33,29699.824,0.0,0.0,0.0,0.0,12.043869,25.199999,102.63902,6.49,1.0208268,-3.3607109,77.916664,100.0,16.0,-6.55,-3.95,-4.964583,1.0208268,65.79899,80.62004,50.165707,0.0,1033.5458,1035.6,1032.2,995.36835,997.08026,994.26495,22.230001,10.253402,17.28,7.9567327,-1.8187681,1.2039223,-3.8086128,0.44924322,-1.55,0.9104166,303.0
IEM Katowice 2025,Katowice,2025-02-09,Vitality,Spirit,d2,19 - 10,9,1.3,"Katowice, ul. Kossutha",,,31.0,,17.5,50.6,39.8,16.8,3.0,6.75,3.8848686,-6.487193,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35194.746,27262.28,0.0,0.0,0.0,0.0,8.797931,17.28,106.094894,7.06,0.9680239,-2.8189466,61.041668,100.0,8.0,-7.15,-2.55,-5.360417,0.9680239,64.10908,82.63555,46.15602,0.0,1032.2291,1033.2,1031.4,994.0986,994.8917,993.6126,14.084998,6.2417927,8.28,2.5959969,-1.9467233,2.42558,-4.091262,0.49944422,-2.45,0.90833324,303.0
IEM Katowice 2025,Katowice,2025-02-09,Vitality,Spirit,mrg,22 - 13,9,1.26,"Katowice, ul. Kossutha",,,31.0,,17.5,50.6,39.8,16.8,3.0,6.75,3.8848686,-6.487193,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35194.746,27262.28,0.0,0.0,0.0,0.0,8.797931,17.28,106.094894,7.06,0.9680239,-2.8189466,61.041668,100.0,8.0,-7.15,-2.55,-5.360417,0.9680239,64.10908,82.63555,46.15602,0.0,1032.2291,1033.2,1031.4,994.0986,994.8917,993.6126,14.084998,6.2417927,8.28,2.5959969,-1.9467233,2.42558,-4.091262,0.49944422,-2.45,0.90833324,303.0
IEM Katowice 2025,Katowice,2025-02-09,Vitality,Spirit,nuke,26 - 6,20,2.26,"Katowice, ul. Kossutha",,,31.0,,17.5,50.6,39.8,16.8,3.0,6.75,3.8848686,-6.487193,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35194.746,27262.28,0.0,0.0,0.0,0.0,8.797931,17.28,106.094894,7.06,0.9680239,-2.8189466,61.041668,100.0,8.0,-7.15,-2.55,-5.360417,0.9680239,64.10908,82.63555,46.15602,0.0,1032.2291,1033.2,1031.4,994.0986,994.8917,993.6126,14.084998,6.2417927,8.28,2.5959969,-1.9467233,2.42558,-4.091262,0.49944422,-2.45,0.90833324,303.0
IEM Kraków 2026,Kraków,2026-01-31,Vitality,BC.Game,d2,14 - 10,4,1.03,"Kraków, ul. Bulwarowa",,,11.5,,,24.1,20.2,4.81,3.0,-3.35,-8.770666,-15.398537,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33408.008,2196.352,0.0,0.0,0.0,0.0,20.66867,46.079998,67.561325,3.64,0.4948555,-13.3799515,100.0,100.0,100.0,-12.95,-5.4,-10.847917,0.4948555,76.0552,85.71288,66.630974,0.0,1014.29175,1018.8,1009.4,988.4869,992.6818,984.0943,41.684998,18.849606,37.8,17.114204,-8.873635,-4.5211153,-10.90134,0.11789234,-9.4,-7.3291664,201.0
IEM Kraków 2026,Kraków,2026-01-31,Vitality,BC.Game,ovp,15 - 8,7,1.26,"Kraków, ul. Bulwarowa",,,11.5,,,24.1,20.2,4.81,3.0,-3.35,-8.770666,-15.398537,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33408.008,2196.352,0.0,0.0,0.0,0.0,20.66867,46.079998,67.561325,3.64,0.4948555,-13.3799515,100.0,100.0,100.0,-12.95,-5.4,-10.847917,0.4948555,76.0552,85.71288,66.630974,0.0,1014.29175,1018.8,1009.4,988.4869,992.6818,984.0943,41.684998,18.849606,37.8,17.114204,-8.873635,-4.5211153,-10.90134,0.11789234,-9.4,-7.3291664,201.0
IEM Kraków 2026,Kraków,2026-02-02,Vitality,3DMAX,d2,19 - 8,11,1.81,"Kraków, ul. Bulwarowa",,,13.3,,,32.4,25.2,10.2,3.0,-7.45,-12.971084,-16.968395,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33792.246,15996.779,0.0,0.0,0.0,0.0,15.815435,36.719997,69.90323,4.95,0.51039416,-15.697024,80.0,100.0,21.0,-15.3,-13.65,-14.687499,0.51039416,69.364456,75.81985,56.98726,0.0,1017.3291,1018.3,1016.1,991.1805,992.0773,990.20575,31.845001,13.961711,26.28,12.016938,-11.777744,-9.737917,-12.750984,0.14964929,-11.3,-10.093749,201.0
IEM Kraków 2026,Kraków,2026-02-02,Vitality,3DMAX,inf,18 - 10,8,1.41,"Kraków, ul. Bulwarowa",,,13.3,,,32.4,25.2,10.2,3.0,-7.45,-12.971084,-16.968395,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33792.246,15996.779,0.0,0.0,0.0,0.0,15.815435,36.719997,69.90323,4.95,0.51039416,-15.697024,80.0,100.0,21.0,-15.3,-13.65,-14.687499,0.51039416,69.364456,75.81985,56.98726,0.0,1017.3291,1018.3,1016.1,991.1805,992.0773,990.20575,31.845001,13.961711,26.28,12.016938,-11.777744,-9.737917,-12.750984,0.14964929,-11.3,-10.093749,201.0
IEM Kraków 2026,Kraków,2026-02-03,Vitality,Aurora,anc,53 - 26,27,1.65,"Kraków, ul. Bulwarowa",,,16.1,,,48.0,39.2,9.14,73.0,-1.3,-5.294386,-16.939117,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33987.33,22640.414,0.19999999,0.84000003,1.4000001,7.0,16.011908,36.36,64.246086,6.04,0.4891274,-11.83027,86.5,100.0,2.0,-14.0,-2.4,-9.666667,0.4891274,79.74765,92.2194,67.121765,1.2,1015.63763,1018.4,1011.5,989.85345,992.1108,986.3301,29.234999,13.275466,20.519999,10.32924,-8.091948,-2.045174,-12.579826,0.14938816,-11.45,-6.714583,201.0
IEM Kraków 2026,Kraków,2026-02-03,Vitality,Aurora,ovp,23 - 10,13,2.1,"Kraków, ul. Bulwarowa",,,16.1,,,48.0,39.2,9.14,73.0,-1.3,-5.294386,-16.939117,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,33987.33,22640.414,0.19999999,0.84000003,1.4000001,7.0,16.011908,36.36,64.246086,6.04,0.4891274,-11.83027,86.5,100.0,2.0,-14.0,-2.4,-9.666667,0.4891274,79.74765,92.2194,67.121765,1.2,1015.63763,1018.4,1011.5,989.85345,992.1108,986.3301,29.234999,13.275466,20.519999,10.32924,-8.091948,-2.045174,-12.579826,0.14938816,-11.45,-6.714583,201.0
IEM Kraków 2026,Kraków,2026-02-07,Vitality,MOUZ,d2,18 - 8,10,1.7,"Kraków, ul. Bulwarowa",,,30.3,,,75.3,64.5,3.27,51.0,4.4,1.9147506,-1.8960276,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34782.14,0.0,0.8,0.0,0.8,6.0,6.310277,15.4800005,275.85593,2.1,0.27512676,-0.47614655,99.916664,100.0,98.0,0.65,3.25,1.6520833,0.27512676,98.3373,100.0,92.23478,0.0,1004.50824,1008.2,1000.6,979.79803,983.3509,975.88495,7.8449993,3.5314682,2.52,0.9,1.6271676,3.600072,0.54310083,0.06512684,0.7,1.8916664,201.0
IEM Kraków 2026,Kraków,2026-02-07,Vitality,MOUZ,nuke,22 - 11,11,1.68,"Kraków, ul. Bulwarowa",,,30.3,,,75.3,64.5,3.27,51.0,4.4,1.9147506,-1.8960276,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34782.14,0.0,0.8,0.0,0.8,6.0,6.310277,15.4800005,275.85593,2.1,0.27512676,-0.47614655,99.916664,100.0,98.0,0.65,3.25,1.6520833,0.27512676,98.3373,100.0,92.23478,0.0,1004.50824,1008.2,1000.6,979.79803,983.3509,975.88495,7.8449993,3.5314682,2.52,0.9,1.6271676,3.600072,0.54310083,0.06512684,0.7,1.8916664,201.0
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,inf,27 - 10,17,2.22,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95,73.0,1.2,-1.6207354,-6.374195,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34983.387,0.0,2.8,1.3300002,4.7,20.0,13.708391,28.44,54.308147,2.01,0.24627712,-3.0261695,100.0,100.0,100.0,-2.75,0.95,-0.19166666,0.24627712,97.00289,100.0,93.56956,1.9000001,1011.05005,1015.4,1008.1,986.02954,990.07794,983.1861,15.449999,7.593773,5.3999996,2.50064,-0.14285813,0.92612076,-2.5132804,0.035835683,-1.9,0.22916664,201.0
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,mrg,21 - 13,8,1.28,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95,73.0,1.2,-1.6207354,-6.374195,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34983.387,0.0,2.8,1.3300002,4.7,20.0,13.708391,28.44,54.308147,2.01,0.24627712,-3.0261695,100.0,100.0,100.0,-2.75,0.95,-0.19166666,0.24627712,97.00289,100.0,93.56956,1.9000001,1011.05005,1015.4,1008.1,986.02954,990.07794,983.1861,15.449999,7.593773,5.3999996,2.50064,-0.14285813,0.92612076,-2.5132804,0.035835683,-1.9,0.22916664,201.0
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,nuke,17 - 6,11,1.83,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95,73.0,1.2,-1.6207354,-6.374195,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34983.387,0.0,2.8,1.3300002,4.7,20.0,13.708391,28.44,54.308147,2.01,0.24627712,-3.0261695,100.0,100.0,100.0,-2.75,0.95,-0.19166666,0.24627712,97.00289,100.0,93.56956,1.9000001,1011.05005,1015.4,1008.1,986.02954,990.07794,983.1861,15.449999,7.593773,5.3999996,2.50064,-0.14285813,0.92612076,-2.5132804,0.035835683,-1.9,0.22916664,201.0
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,ovp,25 - 12,13,1.52,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95,73.0,1.2,-1.6207354,-6.374195,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34983.387,0.0,2.8,1.3300002,4.7,20.0,13.708391,28.44,54.308147,2.01,0.24627712,-3.0261695,100.0,100.0,100.0,-2.75,0.95,-0.19166666,0.24627712,97.00289,100.0,93.56956,1.9000001,1011.05005,1015.4,1008.1,986.02954,990.07794,983.1861,15.449999,7.593773,5.3999996,2.50064,-0.14285813,0.92612076,-2.5132804,0.035835683,-1.9,0.22916664,201.0
IEM Rio 2023,Rio de Janeiro,2023-04-17,Vitality,OG,ovp,23 - 21,2,1.01,Copacabana,,,,,17.4,18.2,,,2.0,29.55,34.25399,24.846281,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,41486.035,40501.58,0.0,0.0,0.0,0.0,11.304229,28.8,57.89812,20.57,4.0414777,28.487654,12.208333,65.0,0.0,20.4,23.6,21.4375,4.0414777,82.77973,95.80886,62.474308,0.0,1009.09174,1014.1,1004.2,1008.3975,1013.39905,1003.5185,22.739996,7.9013,12.24,4.072935,22.376234,24.951454,20.760233,1.5387981,21.35,24.754166,6.0
IEM Rio 2023,Rio de Janeiro,2023-04-19,Vitality,FaZe,anb,27 - 21,6,1.3,Copacabana,,,,,12.6,10.3,,,63.0,27.75,31.949162,25.69545,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,41338.39,6637.4062,10.1,0.0,10.1,9.0,21.67786,52.199997,233.41899,6.84,1.5669706,27.638748,99.583336,100.0,90.0,20.9,23.65,21.960417,1.5669706,86.14376,97.03462,71.548515,0.0,1005.6628,1009.9,1001.3,1004.9702,1009.20166,1000.611,34.949997,12.045121,12.959999,2.3051248,22.647726,23.911945,21.786942,1.0489225,23.15,24.487501,6.0
IEM Rio 2023,Rio de Janeiro,2023-04-19,Vitality,FaZe,ovp,16 - 14,2,1.1,Copacabana,,,,,12.6,10.3,,,63.0,27.75,31.949162,25.69545,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,41338.39,6637.4062,10.1,0.0,10.1,9.0,21.67786,52.199997,233.41899,6.84,1.5669706,27.638748,99.583336,100.0,90.0,20.9,23.65,21.960417,1.5669706,86.14376,97.03462,71.548515,0.0,1005.6628,1009.9,1001.3,1004.9702,1009.20166,1000.611,34.949997,12.045121,12.959999,2.3051248,22.647726,23.911945,21.786942,1.0489225,23.15,24.487501,6.0
IEM Rio 2023,Rio de Janeiro,2023-04-20,Vitality,OG,inf,33 - 12,21,2.31,Copacabana,,,,,13.8,23.5,,,55.0,24.6,27.255938,21.791023,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,41265.33,39747.582,2.3999999,0.0,2.3999999,8.0,24.967497,60.120003,228.14388,19.05,3.773038,24.47196,58.166668,100.0,5.0,15.15,21.5,18.331247,3.773038,76.60025,94.34565,58.94388,0.0,1013.8125,1018.2,1010.3,1013.1109,1017.49335,1009.59784,33.405,12.157738,11.159999,2.1897945,19.852037,21.91818,17.761591,1.2689795,21.3,22.947914,6.0
