event_name,location,event_id,date,player_team,opponent,map,kd,plus_minus,rating,datetime_from,datetime_to
BLAST Open London 2025 Finals,London,7912,07/09/25,Vitality,G2,trn,11 - 16,-5,0.85,2025-09-06T00:00:00,2025-09-08T00:00:00
BLAST Open London 2025 Finals,London,7912,07/09/25,Vitality,G2,inf,17 - 22,-5,0.72,2025-09-06T00:00:00,2025-09-08T00:00:00
BLAST Open London 2025 Finals,London,7912,07/09/25,Vitality,G2,ovp,20 - 10,+10,1.90,2025-09-06T00:00:00,2025-09-08T00:00:00
BLAST Open London 2025 Finals,London,7912,07/09/25,Vitality,G2,mrg,30 - 6,+24,2.61,2025-09-06T00:00:00,2025-09-08T00:00:00
BLAST Open London 2025 Finals,London,7912,07/09/25,Vitality,G2,d2,9 - 13,-4,1.03,2025-09-06T00:00:00,2025-09-08T00:00:00
BLAST Open London 2025 Finals,London,7912,06/09/25,Vitality,MOUZ,inf,19 - 12,+7,1.56,2025-09-06T00:00:00,2025-09-08T00:00:00
BLAST Open London 2025 Finals,London,7912,06/09/25,Vitality,MOUZ,mrg,16 - 9,+7,1.32,2025-09-06T00:00:00,2025-09-08T00:00:00
Esports World Cup 2025,Riyadh,8039,24/08/25,Vitality,Falcons,nuke,12 - 15,-3,0.97,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,24/08/25,Vitality,Falcons,trn,10 - 14,-4,0.87,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,24/08/25,Vitality,Falcons,inf,9 - 13,-4,0.72,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,23/08/25,Vitality,The MongolZ,nuke,14 - 14,0,1.20,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,23/08/25,Vitality,The MongolZ,d2,11 - 14,-3,0.81,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,23/08/25,Vitality,The MongolZ,mrg,17 - 15,+2,1.33,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,21/08/25,Vitality,TYLOO,nuke,20 - 12,+8,1.45,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,21/08/25,Vitality,TYLOO,inf,24 - 7,+17,2.73,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,20/08/25,Vitality,Liquid,d2,24 - 20,+4,1.18,2025-08-20T00:00:00,2025-08-25T00:00:00
Esports World Cup 2025,Riyadh,8039,20/08/25,Vitality,Liquid,mrg,27 - 14,+13,1.95,2025-08-20T00:00:00,2025-08-25T00:00:00
BLAST Bounty 2025 Season 2 Finals,Valletta,7910,16/08/25,Vitality,The MongolZ,inf,17 - 16,+1,0.96,2025-08-15T00:00:00,2025-08-17T00:00:00
BLAST Bounty 2025 Season 2 Finals,Valletta,7910,16/08/25,Vitality,The MongolZ,mrg,15 - 13,+2,1.13,2025-08-15T00:00:00,2025-08-17T00:00:00
BLAST Bounty 2025 Season 2 Finals,Valletta,7910,15/08/25,Vitality,Liquid,nuke,30 - 21,+9,1.34,2025-08-15T00:00:00,2025-08-17T00:00:00
BLAST Bounty 2025 Season 2 Finals,Valletta,7910,15/08/25,Vitality,Liquid,trn,25 - 17,+8,1.13,2025-08-15T00:00:00,2025-08-17T00:00:00
IEM Cologne 2025,Cologne,8038,02/08/25,Vitality,MOUZ,trn,13 - 18,-5,0.79,2025-07-26T00:00:00,2025-08-03T00:00:00
IEM Cologne 2025,Cologne,8038,02/08/25,Vitality,MOUZ,mrg,8 - 19,-11,0.45,2025-07-26T00:00:00,2025-08-03T00:00:00
IEM Cologne 2025,Cologne,8038,29/07/25,Vitality,The MongolZ,inf,20 - 12,+8,1.64,2025-07-26T00:00:00,2025-08-03T00:00:00
IEM Cologne 2025,Cologne,8038,29/07/25,Vitality,The MongolZ,mrg,23 - 9,+14,1.78,2025-07-26T00:00:00,2025-08-03T00:00:00
IEM Cologne 2025,Cologne,8038,27/07/25,Vitality,G2,trn,23 - 15,+8,1.45,2025-07-26T00:00:00,2025-08-03T00:00:00
IEM Cologne 2025,Cologne,8038,27/07/25,Vitality,G2,inf,10 - 10,0,0.90,2025-07-26T00:00:00,2025-08-03T00:00:00
IEM Cologne 2025,Cologne,8038,26/07/25,Vitality,Astralis,ovp,12 - 12,0,1.01,2025-07-26T00:00:00,2025-08-03T00:00:00
IEM Cologne 2025,Cologne,8038,26/07/25,Vitality,Astralis,nuke,19 - 19,0,1.12,2025-07-26T00:00:00,2025-08-03T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,22/06/25,Vitality,The MongolZ,inf,10 - 10,0,0.97,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,22/06/25,Vitality,The MongolZ,d2,18 - 8,+10,1.97,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,22/06/25,Vitality,The MongolZ,mrg,9 - 16,-7,0.69,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,21/06/25,Vitality,MOUZ,trn,21 - 10,+11,1.77,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,21/06/25,Vitality,MOUZ,inf,18 - 15,+3,1.51,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,21/06/25,Vitality,MOUZ,mrg,14 - 7,+7,1.15,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,20/06/25,Vitality,Natus Vincere,nuke,24 - 16,+8,1.49,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,20/06/25,Vitality,Natus Vincere,mrg,17 - 11,+6,1.40,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,14/06/25,Vitality,Virtus.pro,d2,22 - 6,+16,1.81,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,14/06/25,Vitality,Virtus.pro,trn,16 - 9,+7,1.51,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,13/06/25,Vitality,3DMAX,nuke,15 - 4,+11,1.98,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,13/06/25,Vitality,Nemiga,d2,22 - 11,+11,1.46,2025-06-12T00:00:00,2025-06-23T00:00:00
BLAST.tv Austin Major 2025,Austin,7902,12/06/25,Vitality,Legacy,inf,11 - 10,+1,0.89,2025-06-12T00:00:00,2025-06-23T00:00:00
IEM Dallas 2025,Dallas,8037,25/05/25,Vitality,MOUZ,inf,13 - 11,+2,1.30,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,25/05/25,Vitality,MOUZ,mrg,25 - 12,+13,1.80,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,25/05/25,Vitality,MOUZ,d2,21 - 12,+9,1.45,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,25/05/25,Vitality,Falcons,inf,22 - 17,+5,1.22,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,25/05/25,Vitality,Falcons,trn,12 - 16,-4,1.05,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,25/05/25,Vitality,Falcons,d2,16 - 12,+4,1.18,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,22/05/25,Vitality,The MongolZ,mrg,17 - 17,0,1.09,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,22/05/25,Vitality,The MongolZ,nuke,19 - 14,+5,1.65,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,22/05/25,Vitality,The MongolZ,inf,20 - 13,+7,1.24,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,20/05/25,Vitality,GamerLegion,nuke,17 - 12,+5,1.23,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,20/05/25,Vitality,GamerLegion,mrg,16 - 11,+5,1.12,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,19/05/25,Vitality,Legacy,d2,15 - 13,+2,1.11,2025-05-19T00:00:00,2025-05-26T00:00:00
IEM Dallas 2025,Dallas,8037,19/05/25,Vitality,Legacy,inf,13 - 8,+5,1.34,2025-05-19T00:00:00,2025-05-26T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,04/05/25,Vitality,Falcons,nuke,20 - 11,+9,1.79,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,04/05/25,Vitality,Falcons,mrg,25 - 21,+4,1.47,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,04/05/25,Vitality,Falcons,trn,10 - 9,+1,0.98,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,04/05/25,Vitality,Falcons,d2,17 - 10,+7,1.72,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,04/05/25,Vitality,Falcons,inf,18 - 15,+3,1.26,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,03/05/25,Vitality,Spirit,nuke,16 - 17,-1,0.89,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,03/05/25,Vitality,Spirit,mrg,25 - 13,+12,2.06,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,01/05/25,Vitality,MOUZ,trn,20 - 15,+5,1.54,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,01/05/25,Vitality,MOUZ,inf,13 - 14,-1,0.96,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,01/05/25,Vitality,MOUZ,mrg,18 - 17,+1,1.05,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,30/04/25,Vitality,Wildcard,d2,14 - 11,+3,1.12,2025-04-30T00:00:00,2025-05-05T00:00:00
BLAST Rivals 2025 Season 1,Copenhagen,7905,30/04/25,Vitality,Wildcard,inf,13 - 12,+1,1.08,2025-04-30T00:00:00,2025-05-05T00:00:00
IEM Melbourne 2025,Melbourne,8036,27/04/25,Vitality,Falcons,nuke,35 - 31,+4,1.38,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,27/04/25,Vitality,Falcons,mrg,18 - 15,+3,1.09,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,27/04/25,Vitality,Falcons,trn,24 - 14,+10,1.54,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,27/04/25,Vitality,Falcons,d2,16 - 17,-1,0.92,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,27/04/25,Vitality,Falcons,inf,17 - 5,+12,2.36,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,26/04/25,Vitality,The MongolZ,nuke,22 - 6,+16,2.33,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,26/04/25,Vitality,The MongolZ,mrg,16 - 5,+11,1.75,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,23/04/25,Vitality,Falcons,inf,18 - 11,+7,1.52,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,23/04/25,Vitality,Falcons,mrg,18 - 17,+1,0.99,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,22/04/25,Vitality,Liquid,nuke,13 - 16,-3,0.84,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,22/04/25,Vitality,Liquid,mrg,16 - 10,+6,1.69,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,21/04/25,Vitality,FlyQuest,nuke,17 - 12,+5,1.42,2025-04-21T00:00:00,2025-04-28T00:00:00
IEM Melbourne 2025,Melbourne,8036,21/04/25,Vitality,FlyQuest,anb,10 - 10,0,1.35,2025-04-21T00:00:00,2025-04-28T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,30/03/25,Vitality,MOUZ,trn,18 - 12,+6,1.48,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,30/03/25,Vitality,MOUZ,nuke,21 - 13,+8,1.65,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,30/03/25,Vitality,MOUZ,d2,19 - 12,+7,1.40,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,30/03/25,Vitality,MOUZ,mrg,12 - 16,-4,0.86,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,30/03/25,Vitality,MOUZ,inf,13 - 2,+11,2.57,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,29/03/25,Vitality,Spirit,mrg,26 - 14,+12,1.75,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,29/03/25,Vitality,Spirit,nuke,12 - 16,-4,1.08,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Lisbon,7904,29/03/25,Vitality,Spirit,anb,15 - 11,+4,1.54,2025-03-29T00:00:00,2025-03-31T00:00:00
BLAST Open Lisbon 2025,Copenhagen,7904,24/03/25,Vitality,MOUZ,d2,22 - 14,+8,1.76,2025-03-19T00:00:00,2025-03-25T00:00:00
BLAST Open Lisbon 2025,Copenhagen,7904,24/03/25,Vitality,MOUZ,mrg,20 - 14,+6,1.36,2025-03-19T00:00:00,2025-03-25T00:00:00
BLAST Open Lisbon 2025,Copenhagen,7904,21/03/25,Vitality,Virtus.pro,inf,17 - 12,+5,1.39,2025-03-19T00:00:00,2025-03-25T00:00:00
BLAST Open Lisbon 2025,Copenhagen,7904,21/03/25,Vitality,Virtus.pro,anb,19 - 6,+13,1.97,2025-03-19T00:00:00,2025-03-25T00:00:00
BLAST Open Lisbon 2025,Copenhagen,7904,19/03/25,Vitality,Astralis,d2,17 - 8,+9,1.57,2025-03-19T00:00:00,2025-03-25T00:00:00
BLAST Open Lisbon 2025,Copenhagen,7904,19/03/25,Vitality,Astralis,inf,13 - 6,+7,1.47,2025-03-19T00:00:00,2025-03-25T00:00:00
ESL Pro League Season 21,Stockholm,8292,16/03/25,Vitality,MOUZ,inf,16 - 8,+8,1.80,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,16/03/25,Vitality,MOUZ,nuke,17 - 11,+6,1.68,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,16/03/25,Vitality,MOUZ,d2,10 - 15,-5,0.77,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,15/03/25,Vitality,The MongolZ,inf,12 - 6,+6,1.40,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,15/03/25,Vitality,The MongolZ,nuke,25 - 18,+7,1.33,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,15/03/25,Vitality,The MongolZ,anb,17 - 6,+11,1.80,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,14/03/25,Vitality,Liquid,d2,20 - 11,+9,1.26,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,14/03/25,Vitality,Liquid,anb,18 - 13,+5,1.45,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,09/03/25,Vitality,MOUZ,d2,26 - 8,+18,2.38,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,09/03/25,Vitality,MOUZ,inf,17 - 10,+7,1.34,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,08/03/25,Vitality,3DMAX,d2,17 - 11,+6,1.32,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,08/03/25,Vitality,3DMAX,trn,21 - 11,+10,2.13,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,07/03/25,Vitality,MIBR,trn,17 - 12,+5,1.34,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,07/03/25,Vitality,MIBR,inf,19 - 6,+13,2.12,2025-03-07T00:00:00,2025-03-17T00:00:00
ESL Pro League Season 21,Stockholm,8292,07/03/25,Vitality,MIBR,anb,9 - 14,-5,0.70,2025-03-07T00:00:00,2025-03-17T00:00:00
IEM Katowice 2025,Katowice,8034,09/02/25,Vitality,Spirit,mrg,22 - 13,+9,1.26,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,09/02/25,Vitality,Spirit,nuke,26 - 6,+20,2.26,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,09/02/25,Vitality,Spirit,d2,19 - 10,+9,1.30,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,08/02/25,Vitality,The MongolZ,nuke,18 - 13,+5,1.42,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,08/02/25,Vitality,The MongolZ,mrg,23 - 10,+13,1.63,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,04/02/25,Vitality,Virtus.pro,inf,16 - 10,+6,1.34,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,04/02/25,Vitality,Virtus.pro,anb,16 - 9,+7,1.49,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,02/02/25,Vitality,FaZe,d2,37 - 23,+14,1.60,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,02/02/25,Vitality,FaZe,anb,17 - 15,+2,1.02,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,02/02/25,Vitality,FaZe,nuke,9 - 11,-2,0.93,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,01/02/25,Vitality,3DMAX,nuke,19 - 12,+7,1.25,2025-02-01T00:00:00,2025-02-10T00:00:00
IEM Katowice 2025,Katowice,8034,01/02/25,Vitality,3DMAX,inf,26 - 23,+3,1.28,2025-02-01T00:00:00,2025-02-10T00:00:00
BLAST Bounty 2025 Season 1 Finals,Copenhagen,7909,24/01/25,Vitality,Eternal Fire,mrg,20 - 17,+3,1.32,2025-01-24T00:00:00,2025-01-25T00:00:00
BLAST Bounty 2025 Season 1 Finals,Copenhagen,7909,24/01/25,Vitality,Eternal Fire,anb,12 - 15,-3,0.80,2025-01-24T00:00:00,2025-01-25T00:00:00
Perfect World Shanghai Major 2024,Shanghai,7524,13/12/24,Vitality,FaZe,anb,21 - 15,+6,1.53,2024-12-05T00:00:00,2024-12-14T00:00:00
Perfect World Shanghai Major 2024,Shanghai,7524,13/12/24,Vitality,FaZe,mrg,12 - 12,0,0.94,2024-12-05T00:00:00,2024-12-14T00:00:00
Perfect World Shanghai Major 2024,Shanghai,7524,13/12/24,Vitality,FaZe,nuke,15 - 7,+8,1.40,2024-12-05T00:00:00,2024-12-14T00:00:00
Perfect World Shanghai Major 2024,Shanghai,7524,06/12/24,Vitality,MIBR,anb,14 - 9,+5,1.38,2024-12-05T00:00:00,2024-12-14T00:00:00
Perfect World Shanghai Major 2024,Shanghai,7524,06/12/24,Vitality,MIBR,mrg,11 - 8,+3,1.38,2024-12-05T00:00:00,2024-12-14T00:00:00
Perfect World Shanghai Major 2024,Shanghai,7524,05/12/24,Vitality,FURIA,mrg,24 - 11,+13,1.46,2024-12-05T00:00:00,2024-12-14T00:00:00
Perfect World Shanghai Major 2024,Shanghai,7524,05/12/24,Vitality,GamerLegion,mrg,24 - 9,+15,1.90,2024-12-05T00:00:00,2024-12-14T00:00:00
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,7864,18/11/24,Vitality,FaZe,d2,21 - 13,+8,1.53,2024-11-17T00:00:00,2024-11-19T00:00:00
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,7864,18/11/24,Vitality,FaZe,mrg,15 - 10,+5,1.22,2024-11-17T00:00:00,2024-11-19T00:00:00
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,7864,17/11/24,Vitality,BetBoom,nuke,10 - 10,0,0.83,2024-11-17T00:00:00,2024-11-19T00:00:00
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,7864,17/11/24,Vitality,GamerLegion,inf,21 - 9,+12,1.82,2024-11-17T00:00:00,2024-11-19T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,02/11/24,Vitality,G2,mrg,13 - 14,-1,1.11,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,02/11/24,Vitality,G2,inf,15 - 11,+4,1.46,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,02/11/24,Vitality,G2,d2,21 - 16,+5,1.35,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,01/11/24,Vitality,MOUZ,mrg,15 - 9,+6,1.33,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,01/11/24,Vitality,MOUZ,d2,19 - 9,+10,1.57,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,31/10/24,Vitality,Liquid,nuke,23 - 11,+12,1.74,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,31/10/24,Vitality,Liquid,d2,7 - 7,0,1.04,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,31/10/24,Vitality,Liquid,anb,23 - 13,+10,1.66,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,30/10/24,Vitality,Spirit,mrg,22 - 17,+5,1.36,2024-10-30T00:00:00,2024-11-03T00:00:00
BLAST Premier World Final 2024,Sentosa,7557,30/10/24,Vitality,Spirit,anb,17 - 15,+2,1.41,2024-10-30T00:00:00,2024-11-03T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,11/10/24,Vitality,MOUZ,inf,15 - 15,0,1.08,2024-10-07T00:00:00,2024-10-12T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,11/10/24,Vitality,MOUZ,nuke,23 - 14,+9,1.18,2024-10-07T00:00:00,2024-10-12T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,11/10/24,Vitality,MOUZ,mrg,19 - 10,+9,1.48,2024-10-07T00:00:00,2024-10-12T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,09/10/24,Vitality,HEROIC,anb,11 - 12,-1,1.01,2024-10-07T00:00:00,2024-10-12T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,09/10/24,Vitality,HEROIC,mrg,17 - 15,+2,1.14,2024-10-07T00:00:00,2024-10-12T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,08/10/24,Vitality,The MongolZ,nuke,28 - 11,+17,2.22,2024-10-07T00:00:00,2024-10-12T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,08/10/24,Vitality,The MongolZ,inf,41 - 18,+23,1.90,2024-10-07T00:00:00,2024-10-12T00:00:00
IEM Rio 2024,Rio de Janeiro,7439,07/10/24,Vitality,9z,mrg,12 - 8,+4,1.80,2024-10-07T00:00:00,2024-10-12T00:00:00
BLAST Premier Fall Final 2024,Copenhagen,7556,28/09/24,Vitality,G2,mrg,27 - 22,+5,1.37,2024-09-25T00:00:00,2024-09-29T00:00:00
BLAST Premier Fall Final 2024,Copenhagen,7556,28/09/24,Vitality,G2,d2,11 - 13,-2,0.90,2024-09-25T00:00:00,2024-09-29T00:00:00
BLAST Premier Fall Final 2024,Copenhagen,7556,28/09/24,Vitality,G2,anb,19 - 15,+4,1.22,2024-09-25T00:00:00,2024-09-29T00:00:00
BLAST Premier Fall Final 2024,Copenhagen,7556,26/09/24,Vitality,Liquid,nuke,22 - 11,+11,1.72,2024-09-25T00:00:00,2024-09-29T00:00:00
BLAST Premier Fall Final 2024,Copenhagen,7556,26/09/24,Vitality,Liquid,anb,27 - 15,+12,1.57,2024-09-25T00:00:00,2024-09-29T00:00:00
BLAST Premier Fall Final 2024,Copenhagen,7556,25/09/24,Vitality,Astralis,d2,16 - 8,+8,1.57,2024-09-25T00:00:00,2024-09-29T00:00:00
BLAST Premier Fall Final 2024,Copenhagen,7556,25/09/24,Vitality,Astralis,inf,15 - 3,+12,2.27,2024-09-25T00:00:00,2024-09-29T00:00:00
ESL Pro League Season 20,Valletta,7441,19/09/24,Vitality,Eternal Fire,inf,37 - 27,+10,1.40,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,19/09/24,Vitality,Eternal Fire,nuke,18 - 10,+8,1.43,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,19/09/24,Vitality,Eternal Fire,anb,30 - 18,+12,1.54,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,15/09/24,Vitality,Liquid,d2,13 - 14,-1,1.14,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,15/09/24,Vitality,Liquid,nuke,21 - 8,+13,1.90,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,15/09/24,Vitality,Liquid,anb,12 - 16,-4,0.94,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,12/09/24,Vitality,FURIA,d2,16 - 6,+10,1.87,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,12/09/24,Vitality,FURIA,vtg,15 - 11,+4,1.40,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,11/09/24,Vitality,ATOX,nuke,21 - 13,+8,1.54,2024-09-11T00:00:00,2024-09-20T00:00:00
ESL Pro League Season 20,Valletta,7441,11/09/24,Vitality,ATOX,inf,23 - 15,+8,1.41,2024-09-11T00:00:00,2024-09-20T00:00:00
IEM Cologne 2024,Cologne,7436,18/08/24,Vitality,Natus Vincere,inf,21 - 14,+7,1.67,2024-08-11T00:00:00,2024-08-19T00:00:00
IEM Cologne 2024,Cologne,7436,18/08/24,Vitality,Natus Vincere,mrg,36 - 27,+9,1.32,2024-08-11T00:00:00,2024-08-19T00:00:00
