event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2
ESL Pro League Season 17,Valletta,2023-03-23,Vitality,ENCE,nuke,24 - 18,6,1.3,MT00005,285.0,,22.4,,67.2,16.4,12.4,
ESL Pro League Season 17,Valletta,2023-03-23,Vitality,ENCE,ovp,12 - 18,-6,0.75,MT00005,285.0,,22.4,,67.2,16.4,12.4,
ESL Pro League Season 17,Valletta,2023-03-23,Vitality,ENCE,vtg,34 - 17,17,1.72,MT00005,285.0,,22.4,,67.2,16.4,12.4,
ESL Pro League Season 18,Valletta,2023-08-30,Vitality,ORKS,mrg,28 - 12,16,1.7,MT00005,294.0,,18.7,,61.8,35.7,10.5,0.456
ESL Pro League Season 18,Valletta,2023-08-30,Vitality,ORKS,nuke,12 - 12,0,1.08,MT00005,294.0,,18.7,,61.8,35.7,10.5,0.456
ESL Pro League Season 18,Valletta,2023-08-31,Vitality,Ninjas in Pyjamas,mrg,14 - 7,7,1.47,MT00005,370.0,,33.8,,42.0,58.4,20.2,0.692
ESL Pro League Season 18,Valletta,2023-08-31,Vitality,Ninjas in Pyjamas,nuke,21 - 14,7,1.25,MT00005,370.0,,33.8,,42.0,58.4,20.2,0.692
ESL Pro League Season 18,Valletta,2023-09-03,Vitality,Movistar Riders,inf,25 - 12,13,1.54,MT00005,390.0,,24.2,,63.6,37.8,13.1,0.807
ESL Pro League Season 18,Valletta,2023-09-03,Vitality,Movistar Riders,ovp,23 - 17,6,1.29,MT00005,390.0,,24.2,,63.6,37.8,13.1,0.807
ESL Pro League Season 18,Valletta,2023-09-28,Vitality,Monte,anb,19 - 18,1,1.02,MT00005,399.0,,36.5,,56.4,35.4,17.9,0.88
ESL Pro League Season 18,Valletta,2023-09-28,Vitality,Monte,nuke,27 - 24,3,1.24,MT00005,399.0,,36.5,,56.4,35.4,17.9,0.88
ESL Pro League Season 19,Valletta,2024-04-23,Vitality,Sharks,mrg,12 - 8,4,1.32,Zejtun Station,,,3.36,,101.0,27.6,10.3,
ESL Pro League Season 19,Valletta,2024-04-23,Vitality,Sharks,vtg,16 - 12,4,1.33,Zejtun Station,,,3.36,,101.0,27.6,10.3,
ESL Pro League Season 19,Valletta,2024-04-25,Vitality,BetBoom,anb,28 - 12,16,2.09,Zejtun Station,,,12.1,,93.3,20.1,7.76,0.0528
ESL Pro League Season 19,Valletta,2024-04-25,Vitality,BetBoom,mrg,22 - 6,16,2.22,Zejtun Station,,,12.1,,93.3,20.1,7.76,0.0528
ESL Pro League Season 19,Valletta,2024-04-28,Vitality,The MongolZ,mrg,30 - 12,18,2.03,Zejtun Station,,,2.59,,106.0,48.0,17.7,0.00077
ESL Pro League Season 19,Valletta,2024-04-28,Vitality,The MongolZ,nuke,18 - 11,7,1.62,Zejtun Station,,,2.59,,106.0,48.0,17.7,0.00077
ESL Pro League Season 19,Valletta,2024-05-10,Vitality,FaZe,nuke,24 - 6,18,2.69,Zejtun Station,,,9.89,,88.0,16.5,8.34,0.0192
ESL Pro League Season 19,Valletta,2024-05-10,Vitality,FaZe,vtg,30 - 15,15,2.29,Zejtun Station,,,9.89,,88.0,16.5,8.34,0.0192
ESL Pro League Season 19,Valletta,2024-05-11,Vitality,Astralis,inf,24 - 12,12,1.68,Zejtun Station,,,13.3,,92.2,30.6,15.3,0.0279
ESL Pro League Season 19,Valletta,2024-05-11,Vitality,Astralis,mrg,18 - 15,3,1.14,Zejtun Station,,,13.3,,92.2,30.6,15.3,0.0279
ESL Pro League Season 19,Valletta,2024-05-11,Vitality,Astralis,vtg,28 - 17,11,1.45,Zejtun Station,,,13.3,,92.2,30.6,15.3,0.0279
ESL Pro League Season 19,Valletta,2024-05-12,Vitality,MOUZ,inf,15 - 16,-1,1.06,Zejtun Station,,,10.5,,91.3,16.7,9.4,0.0226
ESL Pro League Season 19,Valletta,2024-05-12,Vitality,MOUZ,mrg,14 - 14,0,1.09,Zejtun Station,,,10.5,,91.3,16.7,9.4,0.0226
ESL Pro League Season 19,Valletta,2024-05-12,Vitality,MOUZ,nuke,12 - 15,-3,1.15,Zejtun Station,,,10.5,,91.3,16.7,9.4,0.0226
ESL Pro League Season 20,Valletta,2024-09-11,Vitality,ATOX,inf,23 - 15,8,1.41,Zejtun Station,,,9.5,,,,,0.00448
ESL Pro League Season 20,Valletta,2024-09-11,Vitality,ATOX,nuke,21 - 13,8,1.54,Zejtun Station,,,9.5,,,,,0.00448
ESL Pro League Season 20,Valletta,2024-09-12,Vitality,FURIA,d2,16 - 6,10,1.87,Zejtun Station,,,16.1,,,,,
ESL Pro League Season 20,Valletta,2024-09-12,Vitality,FURIA,vtg,15 - 11,4,1.4,Zejtun Station,,,16.1,,,,,
ESL Pro League Season 20,Valletta,2024-09-15,Vitality,Liquid,anb,12 - 16,-4,0.94,Zejtun Station,,,7.46,,,,,0.0944
ESL Pro League Season 20,Valletta,2024-09-15,Vitality,Liquid,d2,13 - 14,-1,1.14,Zejtun Station,,,7.46,,,,,0.0944
ESL Pro League Season 20,Valletta,2024-09-15,Vitality,Liquid,nuke,21 - 8,13,1.9,Zejtun Station,,,7.46,,,,,0.0944
ESL Pro League Season 20,Valletta,2024-09-19,Vitality,Eternal Fire,anb,30 - 18,12,1.54,Zejtun Station,,,23.5,,55.3,,,0.0431
ESL Pro League Season 20,Valletta,2024-09-19,Vitality,Eternal Fire,inf,37 - 27,10,1.4,Zejtun Station,,,23.5,,55.3,,,0.0431
ESL Pro League Season 20,Valletta,2024-09-19,Vitality,Eternal Fire,nuke,18 - 10,8,1.43,Zejtun Station,,,23.5,,55.3,,,0.0431
ESL Pro League Season 21,Stockholm,2025-03-07,Vitality,MIBR,anb,9 - 14,-5,0.7,Hornsgatan,,,16.9,,,18.0,6.37,
ESL Pro League Season 21,Stockholm,2025-03-07,Vitality,MIBR,inf,19 - 6,13,2.12,Hornsgatan,,,16.9,,,18.0,6.37,
ESL Pro League Season 21,Stockholm,2025-03-07,Vitality,MIBR,trn,17 - 12,5,1.34,Hornsgatan,,,16.9,,,18.0,6.37,
ESL Pro League Season 21,Stockholm,2025-03-08,Vitality,3DMAX,d2,17 - 11,6,1.32,Hornsgatan,,,13.6,,,37.3,13.9,
ESL Pro League Season 21,Stockholm,2025-03-08,Vitality,3DMAX,trn,21 - 11,10,2.13,Hornsgatan,,,13.6,,,37.3,13.9,
ESL Pro League Season 21,Stockholm,2025-03-09,Vitality,MOUZ,d2,26 - 8,18,2.38,Hornsgatan,,,16.1,,,24.4,10.4,
ESL Pro League Season 21,Stockholm,2025-03-09,Vitality,MOUZ,inf,17 - 10,7,1.34,Hornsgatan,,,16.1,,,24.4,10.4,
ESL Pro League Season 21,Stockholm,2025-03-14,Vitality,Liquid,anb,18 - 13,5,1.45,Hornsgatan,,,17.1,,,17.1,3.35,
ESL Pro League Season 21,Stockholm,2025-03-14,Vitality,Liquid,d2,20 - 11,9,1.26,Hornsgatan,,,17.1,,,17.1,3.35,
ESL Pro League Season 21,Stockholm,2025-03-15,Vitality,The MongolZ,anb,17 - 6,11,1.8,Hornsgatan,,,17.6,,,48.3,6.39,
ESL Pro League Season 21,Stockholm,2025-03-15,Vitality,The MongolZ,inf,12 - 6,6,1.4,Hornsgatan,,,17.6,,,48.3,6.39,
ESL Pro League Season 21,Stockholm,2025-03-15,Vitality,The MongolZ,nuke,25 - 18,7,1.33,Hornsgatan,,,17.6,,,48.3,6.39,
ESL Pro League Season 21,Stockholm,2025-03-16,Vitality,MOUZ,d2,10 - 15,-5,0.77,Hornsgatan,,,5.6,,,29.7,3.85,
ESL Pro League Season 21,Stockholm,2025-03-16,Vitality,MOUZ,inf,16 - 8,8,1.8,Hornsgatan,,,5.6,,,29.7,3.85,
ESL Pro League Season 21,Stockholm,2025-03-16,Vitality,MOUZ,nuke,17 - 11,6,1.68,Hornsgatan,,,5.6,,,29.7,3.85,
ESL Pro League Season 22,Stockholm,2025-10-04,Vitality,Gentle Mates,nuke,14 - 14,0,0.91,Hornsgatan,,,6.0,,,8.0,4.04,
ESL Pro League Season 22,Stockholm,2025-10-04,Vitality,Gentle Mates,trn,15 - 13,2,0.98,Hornsgatan,,,6.0,,,8.0,4.04,
ESL Pro League Season 22,Stockholm,2025-10-05,Vitality,GamerLegion,d2,21 - 8,13,2.47,Hornsgatan,,,7.47,,,3.03,1.92,
ESL Pro League Season 22,Stockholm,2025-10-05,Vitality,GamerLegion,ovp,19 - 5,14,1.77,Hornsgatan,,,7.47,,,3.03,1.92,
ESL Pro League Season 22,Stockholm,2025-10-06,Vitality,HOTU,d2,9 - 9,0,0.9,Hornsgatan,,,19.1,,,5.6,3.14,
ESL Pro League Season 22,Stockholm,2025-10-06,Vitality,HOTU,ovp,20 - 10,10,1.59,Hornsgatan,,,19.1,,,5.6,3.14,
ESL Pro League Season 22,Stockholm,2025-10-07,Vitality,G2,inf,12 - 4,8,1.51,Hornsgatan,,,18.4,,,8.75,4.68,
ESL Pro League Season 22,Stockholm,2025-10-07,Vitality,G2,mrg,25 - 22,3,1.14,Hornsgatan,,,18.4,,,8.75,4.68,
ESL Pro League Season 22,Stockholm,2025-10-10,Vitality,FURIA,inf,18 - 13,5,1.35,Hornsgatan,,,13.5,,,4.45,2.25,
ESL Pro League Season 22,Stockholm,2025-10-10,Vitality,FURIA,nuke,23 - 11,12,1.68,Hornsgatan,,,13.5,,,4.45,2.25,
ESL Pro League Season 22,Stockholm,2025-10-10,Vitality,FURIA,ovp,19 - 19,0,1.1,Hornsgatan,,,13.5,,,4.45,2.25,
ESWC 2017,Paris,2017-11-02,aAa,ARES,inf,14 - 22,-8,0.76,PARIS 18eme,,,58.5,,2.0,31.0,,
ESWC 2017,Paris,2017-11-02,aAa,ARES,nuke,23 - 15,8,1.78,PARIS 18eme,,,58.5,,2.0,31.0,,
ESWC 2017,Paris,2017-11-02,aAa,BIG,cbl,12 - 17,-5,0.84,PARIS 18eme,,,58.5,,2.0,31.0,,
ESWC 2017,Paris,2017-11-02,aAa,BIG,ovp,32 - 22,10,1.6,PARIS 18eme,,,58.5,,2.0,31.0,,
ESWC 2017,Paris,2017-11-03,aAa,ARES,cch,35 - 24,11,1.43,PARIS 18eme,,,53.5,,19.8,33.3,,
ESWC 2017,Paris,2017-11-03,aAa,ARES,ovp,26 - 5,21,2.18,PARIS 18eme,,,53.5,,19.8,33.3,,
ESWC 2017,Paris,2017-11-03,aAa,LDLC,inf,26 - 21,5,1.42,PARIS 18eme,,,53.5,,19.8,33.3,,
ESWC 2017,Paris,2017-11-03,aAa,LDLC,nuke,11 - 14,-3,0.71,PARIS 18eme,,,53.5,,19.8,33.3,,
Epsilan 14,Champagne-au-Mont-d'Or,2017-03-05,WySix,BlackBelts,cbl,20 - 4,16,1.99,LYON Centre,,,20.9,,52.5,7.3,5.95,
Epsilan 14,Champagne-au-Mont-d'Or,2017-03-05,WySix,Epsilon,mrg,29 - 27,2,1.03,LYON Centre,,,20.9,,52.5,7.3,5.95,
Epsilan 14,Champagne-au-Mont-d'Or,2017-03-05,WySix,LCM,cbl,24 - 12,12,1.77,LYON Centre,,,20.9,,52.5,7.3,5.95,
Esports World Cup 2026,Paris,2026-08-12,Vitality,100 Thieves,nuke,15 - 7,8,1.28,PARIS 18eme,,,25.6,,88.0,20.7,5.75,
Esports World Cup 2026,Paris,2026-08-14,Vitality,B8,d2,9 - 12,-3,0.84,PARIS 18eme,,,45.1,,97.1,32.8,13.4,
Esports World Cup 2026,Paris,2026-08-14,Vitality,B8,inf,17 - 17,0,0.99,PARIS 18eme,,,45.1,,97.1,32.8,13.4,
Esports World Cup 2026,Paris,2026-08-14,Vitality,B8,mrg,23 - 17,6,1.58,PARIS 18eme,,,45.1,,97.1,32.8,13.4,
Esports World Cup 2026,Paris,2026-08-16,Vitality,Lynn Vision,d2,18 - 8,10,2.22,PARIS 18eme,,,11.5,,88.1,24.5,14.9,
Esports World Cup 2026,Paris,2026-08-16,Vitality,Lynn Vision,inf,22 - 9,13,2.18,PARIS 18eme,,,11.5,,88.1,24.5,14.9,
Esports World Cup 2026,Paris,2026-08-20,Vitality,FaZe,cch,25 - 10,15,2.21,PARIS 18eme,,,6.68,,61.5,6.71,2.18,
Esports World Cup 2026,Paris,2026-08-20,Vitality,FaZe,d2,17 - 15,2,1.17,PARIS 18eme,,,6.68,,61.5,6.71,2.18,
Esports World Cup 2026,Paris,2026-08-21,Vitality,Spirit,anb,21 - 17,4,1.02,PARIS 18eme,,,10.3,,53.0,11.4,3.34,
Esports World Cup 2026,Paris,2026-08-21,Vitality,Spirit,mrg,5 - 14,-9,0.73,PARIS 18eme,,,10.3,,53.0,11.4,3.34,
Esports World Cup 2026,Paris,2026-08-21,Vitality,Spirit,nuke,25 - 17,8,1.29,PARIS 18eme,,,10.3,,53.0,11.4,3.34,
Europe Minor - IEM Katowice 2019,Katowice,2019-01-16,Vitality,OpTic,d2,22 - 12,10,1.56,"Katowice, ul. Kossutha",,,28.8,,32.1,26.8,26.0,7.11
Europe Minor - IEM Katowice 2019,Katowice,2019-01-16,Vitality,Valiance,d2,18 - 7,11,1.62,"Katowice, ul. Kossutha",,,28.8,,32.1,26.8,26.0,7.11
Europe Minor - IEM Katowice 2019,Katowice,2019-01-16,Vitality,Valiance,inf,17 - 18,-1,0.99,"Katowice, ul. Kossutha",,,28.8,,32.1,26.8,26.0,7.11
Europe Minor - IEM Katowice 2019,Katowice,2019-01-16,Vitality,Valiance,mrg,37 - 23,14,1.55,"Katowice, ul. Kossutha",,,28.8,,32.1,26.8,26.0,7.11
Europe Minor - IEM Katowice 2019,Katowice,2019-01-18,Vitality,North,d2,10 - 18,-8,0.72,"Katowice, ul. Kossutha",,,28.3,,43.0,23.7,21.8,10.5
Europe Minor - IEM Katowice 2019,Katowice,2019-01-18,Vitality,North,nuke,28 - 21,7,1.34,"Katowice, ul. Kossutha",,,28.3,,43.0,23.7,21.8,10.5
Europe Minor - IEM Katowice 2019,Katowice,2019-01-19,Vitality,Valiance,cch,19 - 18,1,1.23,"Katowice, ul. Kossutha",,,52.3,,18.9,78.1,72.1,17.6
Europe Minor - IEM Katowice 2019,Katowice,2019-01-19,Vitality,Valiance,d2,20 - 17,3,1.21,"Katowice, ul. Kossutha",,,52.3,,18.9,78.1,72.1,17.6
Europe Minor - IEM Katowice 2019,Katowice,2019-01-19,Vitality,Valiance,inf,32 - 19,13,1.78,"Katowice, ul. Kossutha",,,52.3,,18.9,78.1,72.1,17.6
Europe Minor - IEM Katowice 2019,Katowice,2019-01-20,Vitality,North,inf,22 - 14,8,1.47,"Katowice, ul. Kossutha",,,51.4,,14.4,140.0,131.0,30.6
Europe Minor - IEM Katowice 2019,Katowice,2019-01-20,Vitality,North,mrg,22 - 17,5,1.34,"Katowice, ul. Kossutha",,,51.4,,14.4,140.0,131.0,30.6
Europe Minor - IEM Katowice 2019,Katowice,2019-01-20,Vitality,North,nuke,25 - 7,18,1.97,"Katowice, ul. Kossutha",,,51.4,,14.4,140.0,131.0,30.6
FACEIT Major 2018 Showmatch,London,2018-09-23,Team rain,Team smooya,mrg,26 - 23,3,1.11,Camden - Bloomsbury,,,29.6,,28.3,7.59,4.14,2.05
IEM Atlanta 2026,Atlanta,2026-05-11,Vitality,BC.Game,d2,19 - 11,8,1.28,NR-Georgia Tech,0.51,0.00831,0.0153,0.0236,,,9.75,
IEM Atlanta 2026,Atlanta,2026-05-11,Vitality,BC.Game,mrg,19 - 9,10,1.81,NR-Georgia Tech,0.51,0.00831,0.0153,0.0236,,,9.75,
IEM Atlanta 2026,Atlanta,2026-05-12,Vitality,BetBoom,anb,16 - 15,1,1.38,NR-Georgia Tech,0.467,0.0109,0.0156,0.0265,,,6.6,
IEM Atlanta 2026,Atlanta,2026-05-12,Vitality,BetBoom,nuke,15 - 14,1,1.1,NR-Georgia Tech,0.467,0.0109,0.0156,0.0265,,,6.6,
IEM Atlanta 2026,Atlanta,2026-05-12,Vitality,BetBoom,ovp,17 - 12,5,1.46,NR-Georgia Tech,0.467,0.0109,0.0156,0.0265,,,6.6,
IEM Atlanta 2026,Atlanta,2026-05-13,Vitality,B8,d2,15 - 10,5,1.15,NR-Georgia Tech,0.558,0.0146,0.0187,0.0334,,,8.04,
IEM Atlanta 2026,Atlanta,2026-05-13,Vitality,B8,mrg,19 - 9,10,1.61,NR-Georgia Tech,0.558,0.0146,0.0187,0.0334,,,8.04,
IEM Atlanta 2026,Atlanta,2026-05-13,Vitality,FaZe,d2,22 - 9,13,1.86,NR-Georgia Tech,0.558,0.0146,0.0187,0.0334,,,8.04,
IEM Atlanta 2026,Atlanta,2026-05-13,Vitality,FaZe,nuke,22 - 16,6,1.27,NR-Georgia Tech,0.558,0.0146,0.0187,0.0334,,,8.04,
IEM Atlanta 2026,Atlanta,2026-05-16,Vitality,Natus Vincere,anb,15 - 14,1,1.04,NR-Georgia Tech,0.808,0.0203,0.0263,0.0466,,,11.1,
IEM Atlanta 2026,Atlanta,2026-05-16,Vitality,Natus Vincere,d2,19 - 13,6,1.28,NR-Georgia Tech,0.808,0.0203,0.0263,0.0466,,,11.1,
IEM Atlanta 2026,Atlanta,2026-05-16,Vitality,Natus Vincere,inf,5 - 13,-8,0.54,NR-Georgia Tech,0.808,0.0203,0.0263,0.0466,,,11.1,
IEM Beijing 2019,Beijing,2019-11-07,Vitality,TYLOO,d2,18 - 11,7,1.55,奥体中心,967.0,,46.1,,132.0,92.5,41.0,8.25
IEM Beijing 2019,Beijing,2019-11-07,Vitality,TYLOO,inf,24 - 11,13,1.6,奥体中心,967.0,,46.1,,132.0,92.5,41.0,8.25
IEM Beijing 2019,Beijing,2019-11-08,Vitality,FaZe,inf,21 - 10,11,1.91,奥体中心,925.0,,49.5,,141.0,82.5,34.3,6.46
IEM Beijing 2019,Beijing,2019-11-08,Vitality,FaZe,nuke,20 - 16,4,1.15,奥体中心,925.0,,49.5,,141.0,82.5,34.3,6.46
IEM Beijing 2019,Beijing,2019-11-08,Vitality,FaZe,ovp,15 - 18,-3,0.99,奥体中心,925.0,,49.5,,141.0,82.5,34.3,6.46
IEM Beijing 2019,Beijing,2019-11-09,Vitality,100 Thieves,inf,9 - 15,-6,0.84,奥体中心,1140.0,,107.0,,130.0,110.0,47.9,6.5
IEM Beijing 2019,Beijing,2019-11-09,Vitality,100 Thieves,mrg,23 - 17,6,1.5,奥体中心,1140.0,,107.0,,130.0,110.0,47.9,6.5
IEM Beijing 2019,Beijing,2019-11-09,Vitality,100 Thieves,nuke,20 - 26,-6,1.01,奥体中心,1140.0,,107.0,,130.0,110.0,47.9,6.5
IEM Cologne 2024,Cologne,2024-08-11,Vitality,FURIA,inf,18 - 4,14,2.03,Hürth,,,13.1,,77.1,12.8,7.45,
IEM Cologne 2024,Cologne,2024-08-11,Vitality,FURIA,mrg,14 - 6,8,1.69,Hürth,,,13.1,,77.1,12.8,7.45,
IEM Cologne 2024,Cologne,2024-08-12,Vitality,FaZe,anb,14 - 12,2,0.81,Hürth,,,14.8,,93.3,17.4,7.37,
IEM Cologne 2024,Cologne,2024-08-12,Vitality,FaZe,d2,16 - 17,-1,0.94,Hürth,,,14.8,,93.3,17.4,7.37,
IEM Cologne 2024,Cologne,2024-08-12,Vitality,FaZe,inf,13 - 15,-2,0.93,Hürth,,,14.8,,93.3,17.4,7.37,
IEM Cologne 2024,Cologne,2024-08-13,Vitality,MOUZ,d2,21 - 8,13,1.94,Hürth,,,16.1,,93.3,22.9,12.6,
IEM Cologne 2024,Cologne,2024-08-13,Vitality,MOUZ,vtg,17 - 17,0,0.92,Hürth,,,16.1,,93.3,22.9,12.6,
IEM Cologne 2024,Cologne,2024-08-17,Vitality,SAW,d2,21 - 8,13,1.66,Hürth,,,7.93,,,5.5,3.82,
IEM Cologne 2024,Cologne,2024-08-17,Vitality,SAW,nuke,14 - 10,4,1.33,Hürth,,,7.93,,,5.5,3.82,
IEM Cologne 2024,Cologne,2024-08-18,Vitality,Natus Vincere,d2,22 - 15,7,1.6,Hürth,,,5.07,,,9.82,7.27,
IEM Cologne 2024,Cologne,2024-08-18,Vitality,Natus Vincere,inf,21 - 14,7,1.67,Hürth,,,5.07,,,9.82,7.27,
IEM Cologne 2024,Cologne,2024-08-18,Vitality,Natus Vincere,mrg,36 - 27,9,1.32,Hürth,,,5.07,,,9.82,7.27,
IEM Cologne 2024,Cologne,2024-08-18,Vitality,Natus Vincere,nuke,21 - 22,-1,1.1,Hürth,,,5.07,,,9.82,7.27,
IEM Cologne 2025,Cologne,2025-07-26,Vitality,Astralis,nuke,19 - 19,0,1.12,Hürth,,,7.27,,,13.6,9.05,
IEM Cologne 2025,Cologne,2025-07-26,Vitality,Astralis,ovp,12 - 12,0,1.01,Hürth,,,7.27,,,13.6,9.05,
IEM Cologne 2025,Cologne,2025-07-27,Vitality,G2,inf,10 - 10,0,0.9,Hürth,,,5.8,,,12.0,8.82,
IEM Cologne 2025,Cologne,2025-07-27,Vitality,G2,trn,23 - 15,8,1.45,Hürth,,,5.8,,,12.0,8.82,
IEM Cologne 2025,Cologne,2025-07-29,Vitality,The MongolZ,inf,20 - 12,8,1.64,Hürth,,,9.93,,50.6,10.7,6.92,
IEM Cologne 2025,Cologne,2025-07-29,Vitality,The MongolZ,mrg,23 - 9,14,1.78,Hürth,,,9.93,,50.6,10.7,6.92,
IEM Cologne 2025,Cologne,2025-08-02,Vitality,MOUZ,mrg,8 - 19,-11,0.45,Hürth,,,5.56,,46.7,8.19,4.44,
IEM Cologne 2025,Cologne,2025-08-02,Vitality,MOUZ,trn,13 - 18,-5,0.79,Hürth,,,5.56,,46.7,8.19,4.44,
IEM Cologne Major 2026,Cologne,2026-06-14,Vitality,BetBoom,nuke,30 - 14,16,1.7,Köln Clevischer Ring,,,13.7,,,8.75,4.44,
IEM Cologne Major 2026,Cologne,2026-06-14,Vitality,BetBoom,ovp,23 - 10,13,1.62,Köln Clevischer Ring,,,13.7,,,8.75,4.44,
IEM Cologne Major 2026,Cologne,2026-06-19,Vitality,Falcons,anb,15 - 14,1,0.95,Köln Clevischer Ring,,,28.0,,,22.3,8.58,
IEM Cologne Major 2026,Cologne,2026-06-19,Vitality,Falcons,d2,13 - 15,-2,0.91,Köln Clevischer Ring,,,28.0,,,22.3,8.58,
IEM Cologne Major 2026,Cologne,2026-06-19,Vitality,Falcons,inf,26 - 13,13,1.67,Köln Clevischer Ring,,,28.0,,,22.3,8.58,
IEM Dallas 2022,Dallas,2022-05-30,Vitality,Astralis,vtg,32 - 16,16,1.67,Dallas Hinton St. C4,,,,,0.0263,,,
IEM Dallas 2022,Dallas,2022-05-31,Vitality,FaZe,d2,21 - 17,4,1.1,Dallas Hinton St. C4,,,,,0.0185,,,
IEM Dallas 2022,Dallas,2022-05-31,Vitality,FaZe,nuke,22 - 18,4,1.24,Dallas Hinton St. C4,,,,,0.0185,,,
IEM Dallas 2022,Dallas,2022-05-31,Vitality,MOUZ,inf,26 - 14,12,1.5,Dallas Hinton St. C4,,,,,0.0185,,,
IEM Dallas 2022,Dallas,2022-05-31,Vitality,MOUZ,mrg,19 - 11,8,1.36,Dallas Hinton St. C4,,,,,0.0185,,,
IEM Dallas 2022,Dallas,2022-06-01,Vitality,G2,d2,20 - 17,3,1.12,Dallas Hinton St. C4,,,,,0.0119,,,
IEM Dallas 2022,Dallas,2022-06-01,Vitality,G2,inf,18 - 24,-6,0.89,Dallas Hinton St. C4,,,,,0.0119,,,
IEM Dallas 2024,Dallas,2024-05-27,Vitality,Monte,nuke,26 - 20,6,1.66,Dallas Hinton St. C4,,,,,0.0353,,39.3,
IEM Dallas 2024,Dallas,2024-05-28,Vitality,G2,anb,11 - 11,0,1.06,Dallas Hinton St. C4,,,,,0.0429,,11.9,
IEM Dallas 2024,Dallas,2024-05-28,Vitality,G2,d2,17 - 10,7,1.17,Dallas Hinton St. C4,,,,,0.0429,,11.9,
IEM Dallas 2024,Dallas,2024-05-29,Vitality,9z,anb,28 - 21,7,1.76,Dallas Hinton St. C4,,,,,,,9.95,
IEM Dallas 2024,Dallas,2024-05-29,Vitality,9z,d2,12 - 14,-2,0.8,Dallas Hinton St. C4,,,,,,,9.95,
IEM Dallas 2024,Dallas,2024-05-31,Vitality,HEROIC,d2,16 - 4,12,2.02,Dallas Hinton St. C4,,,,,0.0517,,4.07,
IEM Dallas 2024,Dallas,2024-05-31,Vitality,HEROIC,nuke,14 - 13,1,0.94,Dallas Hinton St. C4,,,,,0.0517,,4.07,
IEM Dallas 2024,Dallas,2024-06-01,Vitality,Spirit,d2,22 - 10,12,1.56,Dallas Hinton St. C4,,,,,0.04,,4.92,
IEM Dallas 2024,Dallas,2024-06-01,Vitality,Spirit,mrg,22 - 14,8,1.54,Dallas Hinton St. C4,,,,,0.04,,4.92,
IEM Dallas 2024,Dallas,2024-06-02,Vitality,G2,anb,22 - 20,2,1.07,Dallas Hinton St. C4,,,,,0.031,,10.9,
IEM Dallas 2024,Dallas,2024-06-02,Vitality,G2,inf,35 - 23,12,1.38,Dallas Hinton St. C4,,,,,0.031,,10.9,
IEM Dallas 2024,Dallas,2024-06-02,Vitality,G2,nuke,9 - 16,-7,0.56,Dallas Hinton St. C4,,,,,0.031,,10.9,
IEM Katowice 2019,Katowice,2019-02-20,Vitality,BIG,mrg,27 - 15,12,1.64,"Katowice, ul. Kossutha",,,28.6,,40.1,39.7,32.0,7.16
IEM Katowice 2019,Katowice,2019-02-20,Vitality,Natus Vincere,mrg,32 - 31,1,1.05,"Katowice, ul. Kossutha",,,28.6,,40.1,39.7,32.0,7.16
IEM Katowice 2019,Katowice,2019-02-21,Vitality,Cloud9,mrg,26 - 21,5,1.43,"Katowice, ul. Kossutha",,,29.0,,40.9,44.8,36.6,8.9
IEM Katowice 2019,Katowice,2019-02-22,Vitality,Renegades,cch,17 - 16,1,1.11,"Katowice, ul. Kossutha",,,15.2,,55.8,19.3,15.8,4.41
IEM Katowice 2019,Katowice,2019-02-22,Vitality,Renegades,d2,12 - 17,-5,0.77,"Katowice, ul. Kossutha",,,15.2,,55.8,19.3,15.8,4.41
IEM Katowice 2019,Katowice,2019-02-22,Vitality,Renegades,inf,18 - 18,0,0.92,"Katowice, ul. Kossutha",,,15.2,,55.8,19.3,15.8,4.41
IEM Katowice 2019,Katowice,2019-02-24,Vitality,Ninjas in Pyjamas,cch,12 - 16,-4,0.95,"Katowice, ul. Kossutha",,,31.6,,36.8,76.4,62.9,19.9
IEM Katowice 2019,Katowice,2019-02-24,Vitality,Ninjas in Pyjamas,mrg,15 - 19,-4,0.91,"Katowice, ul. Kossutha",,,31.6,,36.8,76.4,62.9,19.9
IEM Katowice 2019,Katowice,2019-02-24,Vitality,Ninjas in Pyjamas,ovp,26 - 16,10,1.53,"Katowice, ul. Kossutha",,,31.6,,36.8,76.4,62.9,19.9
IEM Katowice 2019 Challengers Stage,Katowice,2019-02-13,Vitality,Grayhound,nuke,33 - 24,9,1.42,"Katowice, ul. Kossutha",,,37.2,,27.2,40.7,34.4,11.9
IEM Katowice 2019 Challengers Stage,Katowice,2019-02-13,Vitality,TYLOO,inf,15 - 18,-3,0.88,"Katowice, ul. Kossutha",,,37.2,,27.2,40.7,34.4,11.9
IEM Katowice 2019 Challengers Stage,Katowice,2019-02-14,Vitality,Vega Squadron,ovp,17 - 4,13,1.74,"Katowice, ul. Kossutha",,,38.0,,11.7,44.2,37.5,10.0
IEM Katowice 2019 Challengers Stage,Katowice,2019-02-15,Vitality,ViCi,inf,41 - 30,11,1.36,"Katowice, ul. Kossutha",,,41.8,,20.2,67.3,54.6,12.1
