event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-01,Vitality,MOUZ,trn,20 - 15,5,1.54,"""Copenhagen/1259""",158.0,,6.44,,81.6,,,
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,d2,17 - 10,7,1.72,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,inf,18 - 15,3,1.26,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,mrg,25 - 21,4,1.47,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,nuke,20 - 11,9,1.79,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,trn,10 - 9,1,0.98,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-12,Vitality,TYLOO,inf,19 - 16,3,1.38,Tung Chung,800.0,,22.8,,54.2,22.8,14.7,1.78
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-12,Vitality,TYLOO,nuke,9 - 15,-6,0.86,Tung Chung,800.0,,22.8,,54.2,22.8,14.7,1.78
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-12,Vitality,TYLOO,ovp,14 - 7,7,1.69,Tung Chung,800.0,,22.8,,54.2,22.8,14.7,1.78
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-13,Vitality,FURIA,inf,7 - 13,-6,0.96,Tung Chung,715.0,,22.5,,46.4,16.9,10.8,1.25
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-13,Vitality,FURIA,nuke,20 - 16,4,1.19,Tung Chung,715.0,,22.5,,46.4,16.9,10.8,1.25
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-13,Vitality,FURIA,ovp,20 - 17,3,1.03,Tung Chung,715.0,,22.5,,46.4,16.9,10.8,1.25
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-14,Vitality,Spirit,d2,13 - 15,-2,0.78,Tung Chung,688.0,,27.3,,44.4,20.3,19.8,1.31
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-14,Vitality,Spirit,mrg,24 - 13,11,1.62,Tung Chung,688.0,,27.3,,44.4,20.3,19.8,1.31
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-14,Vitality,Spirit,nuke,33 - 25,8,1.41,Tung Chung,688.0,,27.3,,44.4,20.3,19.8,1.31
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-15,Vitality,Falcons,inf,19 - 16,3,1.14,Tung Chung,668.0,,27.2,,75.1,32.1,18.3,1.34
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-15,Vitality,Falcons,nuke,18 - 12,6,1.68,Tung Chung,668.0,,27.2,,75.1,32.1,18.3,1.34
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-29,Vitality,FUT,d2,30 - 11,19,1.78,Haws Athletic Center,,,,,,,4.92,
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-29,Vitality,FUT,mrg,16 - 14,2,0.92,Haws Athletic Center,,,,,,,4.92,
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-29,Vitality,FUT,nuke,23 - 12,11,1.36,Haws Athletic Center,,,,,,,4.92,
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-30,Vitality,G2,d2,18 - 9,9,1.96,Haws Athletic Center,,,,,,,6.91,
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-30,Vitality,G2,mrg,20 - 18,2,1.22,Haws Athletic Center,,,,,,,6.91,
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-30,Vitality,G2,ovp,18 - 15,3,1.16,Haws Athletic Center,,,,,,,6.91,
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-02,Vitality,GamerLegion,mrg,21 - 3,18,2.12,Haws Athletic Center,,,,,,,8.58,
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-02,Vitality,GamerLegion,ovp,21 - 18,3,1.09,Haws Athletic Center,,,,,,,8.58,
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-03,Vitality,Natus Vincere,anb,17 - 19,-2,0.98,Haws Athletic Center,,,,,,,5.57,
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-03,Vitality,Natus Vincere,d2,19 - 9,10,2.18,Haws Athletic Center,,,,,,,5.57,
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-03,Vitality,Natus Vincere,nuke,18 - 17,1,1.2,Haws Athletic Center,,,,,,,5.57,
BLAST.tv Austin Major 2025,Austin,2025-06-12,Vitality,Legacy,inf,11 - 10,1,0.89,Austin North Hills D,,,,,0.0268,,5.48,
BLAST.tv Austin Major 2025,Austin,2025-06-13,Vitality,3DMAX,nuke,15 - 4,11,1.98,Austin North Hills D,,,,,0.0271,,9.22,
BLAST.tv Austin Major 2025,Austin,2025-06-13,Vitality,Nemiga,d2,22 - 11,11,1.46,Austin North Hills D,,,,,0.0271,,9.22,
BLAST.tv Austin Major 2025,Austin,2025-06-14,Vitality,Virtus.pro,d2,22 - 6,16,1.81,Austin North Hills D,,,,,0.022,,14.2,
BLAST.tv Austin Major 2025,Austin,2025-06-14,Vitality,Virtus.pro,trn,16 - 9,7,1.51,Austin North Hills D,,,,,0.022,,14.2,
BLAST.tv Austin Major 2025,Austin,2025-06-20,Vitality,Natus Vincere,mrg,17 - 11,6,1.4,Austin North Hills D,,,,,0.0215,,9.75,
BLAST.tv Austin Major 2025,Austin,2025-06-20,Vitality,Natus Vincere,nuke,24 - 16,8,1.49,Austin North Hills D,,,,,0.0215,,9.75,
BLAST.tv Austin Major 2025,Austin,2025-06-21,Vitality,MOUZ,inf,18 - 15,3,1.51,Austin North Hills D,,,,,0.0208,,11.7,
BLAST.tv Austin Major 2025,Austin,2025-06-21,Vitality,MOUZ,mrg,14 - 7,7,1.15,Austin North Hills D,,,,,0.0208,,11.7,
BLAST.tv Austin Major 2025,Austin,2025-06-21,Vitality,MOUZ,trn,21 - 10,11,1.77,Austin North Hills D,,,,,0.0208,,11.7,
BLAST.tv Austin Major 2025,Austin,2025-06-22,Vitality,The MongolZ,d2,18 - 8,10,1.97,Austin North Hills D,,,,,0.0206,,12.7,
BLAST.tv Austin Major 2025,Austin,2025-06-22,Vitality,The MongolZ,inf,10 - 10,0,0.97,Austin North Hills D,,,,,0.0206,,12.7,
BLAST.tv Austin Major 2025,Austin,2025-06-22,Vitality,The MongolZ,mrg,9 - 16,-7,0.69,Austin North Hills D,,,,,0.0206,,12.7,
BLAST.tv Paris Major 2023,Paris,2023-05-13,Vitality,ENCE,vtg,28 - 16,12,1.33,PARIS 18eme,,3.04,22.1,,62.5,25.9,18.6,
BLAST.tv Paris Major 2023,Paris,2023-05-13,Vitality,G2,nuke,30 - 16,14,1.6,PARIS 18eme,,3.04,22.1,,62.5,25.9,18.6,
BLAST.tv Paris Major 2023,Paris,2023-05-14,Vitality,Monte,anb,20 - 12,8,1.33,PARIS 18eme,,1.91,16.5,,75.7,27.2,20.4,
BLAST.tv Paris Major 2023,Paris,2023-05-14,Vitality,Monte,nuke,24 - 20,4,1.26,PARIS 18eme,,1.91,16.5,,75.7,27.2,20.4,
BLAST.tv Paris Major 2023,Paris,2023-05-18,Vitality,Into the Breach,anb,26 - 12,14,1.7,PARIS 18eme,,2.12,18.9,,72.4,21.4,11.6,
BLAST.tv Paris Major 2023,Paris,2023-05-18,Vitality,Into the Breach,vtg,20 - 14,6,1.2,PARIS 18eme,,2.12,18.9,,72.4,21.4,11.6,
BLAST.tv Paris Major 2023,Paris,2023-05-20,Vitality,Apeks,mrg,27 - 20,7,1.29,PARIS 18eme,,2.13,18.3,,76.3,24.6,15.1,
BLAST.tv Paris Major 2023,Paris,2023-05-20,Vitality,Apeks,vtg,23 - 16,7,1.22,PARIS 18eme,,2.13,18.3,,76.3,24.6,15.1,
BLAST.tv Paris Major 2023,Paris,2023-05-21,Vitality,GamerLegion,nuke,29 - 15,14,1.6,PARIS 18eme,,1.93,16.1,,69.8,24.4,16.5,
BLAST.tv Paris Major 2023,Paris,2023-05-21,Vitality,GamerLegion,ovp,19 - 13,6,1.47,PARIS 18eme,,1.93,16.1,,69.8,24.4,16.5,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-11,Vitality,Astralis,vtg,21 - 17,4,1.22,"""Copenhagen/1259""",222.0,11.9,10.4,,72.6,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-11,Vitality,Ninjas in Pyjamas,vtg,23 - 15,8,1.27,"""Copenhagen/1259""",222.0,11.9,10.4,,72.6,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-12,Vitality,9INE,anb,18 - 21,-3,0.94,"""Copenhagen/1259""",200.0,12.6,11.3,,71.7,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-12,Vitality,9INE,vtg,27 - 22,5,1.37,"""Copenhagen/1259""",200.0,12.6,11.3,,71.7,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-13,Vitality,BIG,mrg,20 - 15,5,1.23,"""Copenhagen/1259""",164.0,12.3,11.1,,77.7,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-13,Vitality,BIG,nuke,22 - 10,12,1.49,"""Copenhagen/1259""",164.0,12.3,11.1,,77.7,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-13,Vitality,BIG,ovp,20 - 10,10,1.42,"""Copenhagen/1259""",164.0,12.3,11.1,,77.7,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-14,Vitality,G2,anb,20 - 9,11,1.48,"""Copenhagen/1259""",177.0,11.7,12.4,,49.7,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-14,Vitality,G2,mrg,26 - 15,11,1.59,"""Copenhagen/1259""",177.0,11.7,12.4,,49.7,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-15,Vitality,Monte,mrg,20 - 8,12,1.56,"""Copenhagen/1259""",117.0,7.52,5.63,,75.0,,,
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-15,Vitality,Monte,nuke,19 - 17,2,1.12,"""Copenhagen/1259""",117.0,7.52,5.63,,75.0,,,
Charleroi Esports,Charleroi,2019-04-12,Vitality,FrostFire,cch,20 - 13,7,1.46,45R512 - MARCHIENNE,0.277,,19.7,,,26.2,17.2,0.167
Charleroi Esports,Charleroi,2019-04-12,Vitality,Sprout,mrg,13 - 13,0,1.09,45R512 - MARCHIENNE,0.277,,19.7,,,26.2,17.2,0.167
Charleroi Esports,Charleroi,2019-04-14,Vitality,G2,cch,20 - 9,11,1.66,45R512 - MARCHIENNE,0.302,,22.0,,,15.7,9.83,0.0
Charleroi Esports,Charleroi,2019-04-14,Vitality,G2,nuke,20 - 15,5,1.08,45R512 - MARCHIENNE,0.302,,22.0,,,15.7,9.83,0.0
Charleroi Esports,Charleroi,2019-04-14,Vitality,G2,ovp,27 - 22,5,1.19,45R512 - MARCHIENNE,0.302,,22.0,,,15.7,9.83,0.0
Charleroi Esports,Charleroi,2019-04-14,Vitality,Sprout,cch,16 - 9,7,1.21,45R512 - MARCHIENNE,0.302,,22.0,,,15.7,9.83,0.0
Charleroi Esports,Charleroi,2019-04-14,Vitality,Sprout,inf,29 - 13,16,1.73,45R512 - MARCHIENNE,0.302,,22.0,,,15.7,9.83,0.0
DreamHack Masters Dallas 2019,Dallas,2019-05-28,Vitality,North,ovp,21 - 19,2,1.18,Dallas Hinton St. C4,,,,,0.0261,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-29,Vitality,Lucid Dream,d2,20 - 7,13,1.66,Dallas Hinton St. C4,,,,,0.0189,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-29,Vitality,Lucid Dream,nuke,21 - 3,18,2.13,Dallas Hinton St. C4,,,,,0.0189,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-29,Vitality,Ninjas in Pyjamas,d2,21 - 17,4,1.14,Dallas Hinton St. C4,,,,,0.0189,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-29,Vitality,Ninjas in Pyjamas,ovp,16 - 12,4,1.28,Dallas Hinton St. C4,,,,,0.0189,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-30,Vitality,North,mrg,19 - 14,5,1.1,Dallas Hinton St. C4,,,,,0.0365,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-30,Vitality,North,nuke,21 - 13,8,1.36,Dallas Hinton St. C4,,,,,0.0365,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-31,Vitality,FURIA,inf,25 - 16,9,1.69,Dallas Hinton St. C4,,,,,0.0267,,,
DreamHack Masters Dallas 2019,Dallas,2019-05-31,Vitality,FURIA,nuke,15 - 22,-7,0.91,Dallas Hinton St. C4,,,,,0.0267,,,
DreamHack Open Atlanta 2018,Atlanta,2018-11-16,Vitality,Ghost,cch,20 - 21,-1,1.09,United Ave,,,,,,,9.76,
DreamHack Open Atlanta 2018,Atlanta,2018-11-17,Vitality,Fragsters,cch,18 - 15,3,1.3,United Ave,,,,,,,15.5,
DreamHack Open Atlanta 2018,Atlanta,2018-11-17,Vitality,Fragsters,d2,21 - 10,11,1.57,United Ave,,,,,,,15.5,
DreamHack Open Atlanta 2018,Atlanta,2018-11-18,Vitality,Complexity,d2,19 - 19,0,0.98,United Ave,,,,,,,24.3,
DreamHack Open Atlanta 2018,Atlanta,2018-11-18,Vitality,Complexity,nuke,31 - 11,20,2.07,United Ave,,,,,,,24.3,
DreamHack Open Atlanta 2018,Atlanta,2018-11-18,Vitality,Complexity,trn,31 - 10,21,2.16,United Ave,,,,,,,24.3,
DreamHack Open Atlanta 2018,Atlanta,2018-11-18,Vitality,Rogue,nuke,17 - 11,6,1.38,United Ave,,,,,,,24.3,
DreamHack Open Atlanta 2018,Atlanta,2018-11-18,Vitality,Rogue,ovp,27 - 17,10,1.76,United Ave,,,,,,,24.3,
DreamHack Open Atlanta 2018,Atlanta,2018-11-19,Vitality,Luminosity,mrg,18 - 6,12,1.58,United Ave,,,,,,,22.4,
DreamHack Open Atlanta 2018,Atlanta,2018-11-19,Vitality,Luminosity,ovp,19 - 11,8,1.41,United Ave,,,,,,,22.4,
ECS Season 7 Finals,London,2019-06-06,Vitality,Complexity,d2,21 - 10,11,1.33,Camden - Bloomsbury,,,13.3,,56.3,11.0,5.3,1.96
ECS Season 7 Finals,London,2019-06-06,Vitality,North,d2,12 - 18,-6,0.82,Camden - Bloomsbury,,,13.3,,56.3,11.0,5.3,1.96
ECS Season 7 Finals,London,2019-06-06,Vitality,North,inf,15 - 15,0,1.0,Camden - Bloomsbury,,,13.3,,56.3,11.0,5.3,1.96
ECS Season 7 Finals,London,2019-06-06,Vitality,North,nuke,21 - 17,4,1.29,Camden - Bloomsbury,,,13.3,,56.3,11.0,5.3,1.96
ECS Season 7 Finals,London,2019-06-07,Vitality,Complexity,d2,24 - 18,6,1.38,Camden - Bloomsbury,,,34.2,,35.8,12.9,7.0,2.45
ECS Season 7 Finals,London,2019-06-07,Vitality,Complexity,nuke,19 - 15,4,1.32,Camden - Bloomsbury,,,34.2,,35.8,12.9,7.0,2.45
ECS Season 7 Finals,London,2019-06-08,Vitality,NRG,mrg,26 - 12,14,1.74,Camden - Bloomsbury,,,8.09,,55.0,10.9,5.5,1.86
ECS Season 7 Finals,London,2019-06-08,Vitality,NRG,ovp,36 - 20,16,1.72,Camden - Bloomsbury,,,8.09,,55.0,10.9,5.5,1.86
ECS Season 7 Finals,London,2019-06-09,Vitality,FURIA,inf,23 - 14,9,1.56,Camden - Bloomsbury,,,9.41,,51.4,10.1,4.0,1.77
ECS Season 7 Finals,London,2019-06-09,Vitality,FURIA,ovp,25 - 6,19,2.14,Camden - Bloomsbury,,,9.41,,51.4,10.1,4.0,1.77
ESEA MDL Season 31 Europe Finals,Dallas,2019-07-12,Vitality,Sprout,mrg,23 - 15,8,1.38,Dallas Hinton St. C4,,,,,0.0363,,,
ESEA MDL Season 31 Europe Finals,Dallas,2019-07-12,Vitality,Sprout,ovp,30 - 21,9,1.37,Dallas Hinton St. C4,,,,,0.0363,,,
ESEA Season 31 Global Challenge,Dallas,2019-07-13,Vitality,Party Astronauts,inf,17 - 13,4,1.4,Dallas Hinton St. C4,,,,,0.0332,,,
ESEA Season 31 Global Challenge,Dallas,2019-07-13,Vitality,Spirit,trn,17 - 13,4,1.27,Dallas Hinton St. C4,,,,,0.0332,,,
ESEA Season 31 Global Challenge,Dallas,2019-07-14,Vitality,FURIA,inf,11 - 19,-8,0.82,Dallas Hinton St. C4,,,,,0.0262,,,
ESEA Season 31 Global Challenge,Dallas,2019-07-14,Vitality,FURIA,trn,13 - 20,-7,0.86,Dallas Hinton St. C4,,,,,0.0262,,,
ESL National Championship France Summer 2017,Paris,2017-07-01,WySix,EnVyUs Academy,mrg,22 - 17,5,1.43,PARIS 18eme,,,20.6,,41.1,17.5,,
ESL National Championship France Summer 2017,Paris,2017-07-01,WySix,EnVyUs Academy,trn,47 - 23,24,1.95,PARIS 18eme,,,20.6,,41.1,17.5,,
ESL National Championship France Summer 2017,Paris,2017-07-01,WySix,MAXISAUCISSE,cbl,29 - 11,18,2.57,PARIS 18eme,,,20.6,,41.1,17.5,,
ESL National Championship France Summer 2017,Paris,2017-07-01,WySix,MAXISAUCISSE,mrg,25 - 25,0,1.19,PARIS 18eme,,,20.6,,41.1,17.5,,
ESL National Championship France Summer 2017,Paris,2017-07-01,WySix,MAXISAUCISSE,nuke,25 - 18,7,1.32,PARIS 18eme,,,20.6,,41.1,17.5,,
ESL National Championship France Summer 2018,Paris,2018-06-30,aAa,LDLC,inf,21 - 12,9,1.53,PARIS 18eme,,,27.1,,96.1,27.2,,
ESL National Championship France Summer 2018,Paris,2018-06-30,aAa,LDLC,nuke,27 - 20,7,1.46,PARIS 18eme,,,27.1,,96.1,27.2,,
ESL National Championship France Summer 2018,Paris,2018-06-30,aAa,LDLC,trn,22 - 13,9,1.7,PARIS 18eme,,,27.1,,96.1,27.2,,
ESL National Championship France Summer 2018,Paris,2018-06-30,aAa,MAXISAUCISSE,inf,37 - 14,23,2.1,PARIS 18eme,,,27.1,,96.1,27.2,,
ESL National Championship France Summer 2018,Paris,2018-06-30,aAa,MAXISAUCISSE,trn,33 - 15,18,1.73,PARIS 18eme,,,27.1,,96.1,27.2,,
ESL National Championship France Winter 2017,Paris,2017-12-16,aAa,EnVyUs Academy,inf,23 - 16,7,1.61,PARIS 18eme,,,41.3,,22.0,14.0,,
ESL National Championship France Winter 2017,Paris,2017-12-16,aAa,EnVyUs Academy,nuke,13 - 16,-3,0.9,PARIS 18eme,,,41.3,,22.0,14.0,,
ESL National Championship France Winter 2017,Paris,2017-12-16,aAa,EnVyUs Academy,trn,23 - 22,1,1.14,PARIS 18eme,,,41.3,,22.0,14.0,,
ESL National Championship France Winter 2017,Paris,2017-12-16,aAa,Vexed,cbl,26 - 20,6,1.44,PARIS 18eme,,,41.3,,22.0,14.0,,
ESL National Championship France Winter 2017,Paris,2017-12-16,aAa,Vexed,inf,30 - 18,12,1.55,PARIS 18eme,,,41.3,,22.0,14.0,,
ESL National Championship France Winter 2017,Paris,2017-12-16,aAa,Vexed,ovp,13 - 18,-5,1.0,PARIS 18eme,,,41.3,,22.0,14.0,,
ESL One Cologne 2019,Cologne,2019-07-02,Vitality,Ninjas in Pyjamas,d2,16 - 19,-3,1.0,Hürth,,,2.98,,66.9,8.65,,
ESL One Cologne 2019,Cologne,2019-07-03,Vitality,ENCE,inf,18 - 11,7,1.25,Hürth,,,20.5,,43.0,12.0,,
ESL One Cologne 2019,Cologne,2019-07-03,Vitality,ENCE,nuke,22 - 18,4,1.14,Hürth,,,20.5,,43.0,12.0,,
ESL One Cologne 2019,Cologne,2019-07-03,Vitality,ENCE,ovp,26 - 12,14,1.72,Hürth,,,20.5,,43.0,12.0,,
ESL One Cologne 2019,Cologne,2019-07-05,Vitality,NRG,d2,23 - 9,14,1.69,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-05,Vitality,NRG,mrg,29 - 12,17,2.05,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-06,Vitality,Astralis,d2,25 - 12,13,1.59,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-06,Vitality,Astralis,inf,30 - 28,2,1.13,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-06,Vitality,Astralis,ovp,20 - 12,8,1.52,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-07,Vitality,Liquid,d2,33 - 20,13,1.28,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-07,Vitality,Liquid,inf,26 - 18,8,1.38,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-07,Vitality,Liquid,mrg,15 - 18,-3,0.93,Hürth,,,0.0,,0.0,0.0,,
ESL One Cologne 2019,Cologne,2019-07-07,Vitality,Liquid,ovp,13 - 17,-4,0.68,Hürth,,,0.0,,0.0,0.0,,
ESL Pro League Season 10 Europe,London,2019-10-11,Vitality,Sprout,d2,14 - 17,-3,0.9,Camden - Bloomsbury,,,15.8,,45.5,11.2,9.05,2.82
ESL Pro League Season 10 Europe,London,2019-10-11,Vitality,Sprout,inf,24 - 11,13,1.68,Camden - Bloomsbury,,,15.8,,45.5,11.2,9.05,2.82
ESL Pro League Season 10 Europe,London,2019-10-11,Vitality,Sprout,nuke,17 - 17,0,1.04,Camden - Bloomsbury,,,15.8,,45.5,11.2,9.05,2.82
ESL Pro League Season 10 Europe,London,2019-10-12,Vitality,HEROIC,d2,19 - 17,2,1.12,Camden - Bloomsbury,,,24.3,,39.4,8.04,6.52,2.91
ESL Pro League Season 10 Europe,London,2019-10-12,Vitality,HEROIC,nuke,26 - 17,9,1.37,Camden - Bloomsbury,,,24.3,,39.4,8.04,6.52,2.91
ESL Pro League Season 10 Europe,London,2019-10-12,Vitality,HEROIC,trn,17 - 20,-3,0.92,Camden - Bloomsbury,,,24.3,,39.4,8.04,6.52,2.91
ESL Pro League Season 10 Europe,London,2019-10-13,Vitality,Ninjas in Pyjamas,d2,9 - 18,-9,0.76,Camden - Bloomsbury,,,18.9,,41.5,8.91,9.3,3.0
ESL Pro League Season 10 Europe,London,2019-10-13,Vitality,Ninjas in Pyjamas,ovp,14 - 16,-2,1.01,Camden - Bloomsbury,,,18.9,,41.5,8.91,9.3,3.0
ESL Pro League Season 10 Europe,London,2019-11-16,Vitality,FaZe,inf,18 - 17,1,1.07,Camden - Bloomsbury,,,35.9,,9.95,18.5,15.9,8.89
ESL Pro League Season 10 Europe,London,2019-11-16,Vitality,FaZe,mrg,38 - 15,23,2.01,Camden - Bloomsbury,,,35.9,,9.95,18.5,15.9,8.89
ESL Pro League Season 10 Europe,London,2019-11-17,Vitality,fnatic,inf,18 - 16,2,1.03,Camden - Bloomsbury,,,48.3,,3.13,24.9,22.6,10.9
ESL Pro League Season 10 Europe,London,2019-11-17,Vitality,fnatic,mrg,18 - 19,-1,1.11,Camden - Bloomsbury,,,48.3,,3.13,24.9,22.6,10.9
ESL Pro League Season 10 Europe,London,2019-11-17,Vitality,fnatic,nuke,18 - 15,3,1.28,Camden - Bloomsbury,,,48.3,,3.13,24.9,22.6,10.9
ESL Pro League Season 10 Europe,London,2019-11-18,Vitality,HellRaisers,nuke,21 - 14,7,1.33,Camden - Bloomsbury,,,46.0,,15.3,20.3,17.9,3.68
ESL Pro League Season 10 Europe,London,2019-11-18,Vitality,HellRaisers,ovp,15 - 14,1,1.11,Camden - Bloomsbury,,,46.0,,15.3,20.3,17.9,3.68
ESL Pro League Season 16,Valletta,2022-08-31,Vitality,Endpoint,inf,12 - 12,0,1.09,MT00005,260.0,,24.9,,53.4,19.9,8.93,0.895
ESL Pro League Season 16,Valletta,2022-08-31,Vitality,Endpoint,vtg,38 - 16,22,2.02,MT00005,260.0,,24.9,,53.4,19.9,8.93,0.895
ESL Pro League Season 16,Valletta,2022-09-01,Vitality,Ninjas in Pyjamas,nuke,27 - 13,14,1.55,MT00005,223.0,,23.3,,52.8,21.9,9.39,0.83
ESL Pro League Season 16,Valletta,2022-09-01,Vitality,Ninjas in Pyjamas,vtg,20 - 13,7,1.37,MT00005,223.0,,23.3,,52.8,21.9,9.39,0.83
ESL Pro League Season 16,Valletta,2022-09-02,Vitality,fnatic,inf,20 - 18,2,1.15,MT00005,235.0,,25.1,,59.5,29.1,13.9,0.835
ESL Pro League Season 16,Valletta,2022-09-02,Vitality,fnatic,mrg,29 - 12,17,1.72,MT00005,235.0,,25.1,,59.5,29.1,13.9,0.835
ESL Pro League Season 16,Valletta,2022-09-02,Vitality,fnatic,nuke,15 - 19,-4,1.07,MT00005,235.0,,25.1,,59.5,29.1,13.9,0.835
ESL Pro League Season 16,Valletta,2022-09-03,Vitality,Natus Vincere,inf,25 - 17,8,1.44,MT00005,229.0,,18.1,,52.9,23.1,13.2,0.843
ESL Pro League Season 16,Valletta,2022-09-03,Vitality,Natus Vincere,mrg,22 - 17,5,1.17,MT00005,229.0,,18.1,,52.9,23.1,13.2,0.843
ESL Pro League Season 16,Valletta,2022-09-03,Vitality,Natus Vincere,ovp,28 - 14,14,1.51,MT00005,229.0,,18.1,,52.9,23.1,13.2,0.843
ESL Pro League Season 16,Valletta,2022-09-04,Vitality,Spirit,nuke,29 - 8,21,2.3,MT00005,249.0,,13.3,,52.0,24.0,12.1,0.736
ESL Pro League Season 16,Valletta,2022-09-04,Vitality,Spirit,vtg,20 - 13,7,1.22,MT00005,249.0,,13.3,,52.0,24.0,12.1,0.736
ESL Pro League Season 16,Valletta,2022-09-30,Vitality,Outsiders,d2,30 - 15,15,1.42,MT00005,314.0,,30.6,,45.3,16.4,9.26,0.429
ESL Pro League Season 16,Valletta,2022-09-30,Vitality,Outsiders,mrg,26 - 17,9,1.3,MT00005,314.0,,30.6,,45.3,16.4,9.26,0.429
ESL Pro League Season 16,Valletta,2022-10-01,Vitality,G2,inf,28 - 22,6,1.29,MT00005,264.0,,19.7,,57.0,19.3,10.3,0.294
ESL Pro League Season 16,Valletta,2022-10-01,Vitality,G2,mrg,24 - 10,14,1.61,MT00005,264.0,,19.7,,57.0,19.3,10.3,0.294
ESL Pro League Season 16,Valletta,2022-10-02,Vitality,Liquid,d2,19 - 11,8,1.32,MT00005,165.0,,16.2,,63.5,12.1,5.92,0.352
ESL Pro League Season 16,Valletta,2022-10-02,Vitality,Liquid,inf,13 - 11,2,0.96,MT00005,165.0,,16.2,,63.5,12.1,5.92,0.352
ESL Pro League Season 16,Valletta,2022-10-02,Vitality,Liquid,mrg,51 - 32,19,1.54,MT00005,165.0,,16.2,,63.5,12.1,5.92,0.352
ESL Pro League Season 16,Valletta,2022-10-02,Vitality,Liquid,ovp,35 - 23,12,1.51,MT00005,165.0,,16.2,,63.5,12.1,5.92,0.352
ESL Pro League Season 16,Valletta,2022-10-02,Vitality,Liquid,vtg,25 - 16,9,1.51,MT00005,165.0,,16.2,,63.5,12.1,5.92,0.352
